	WT_1	WT_2	XistKO_1	XistKO_2
Gbp9	217	228	1	0
Gm16576	12	5	4	5
Ace2	0	1	3	0
Pak3	8893	9325	4003	3753
T2	16	23	13	20
Cyp2c70	1	0	0	0
E430018J23Rik	17	12	15	12
Vnn3	0	0	0	0
Scamp4	8	6	12	3
Spty2d1	3268	3269	3759	3465
Pop5	43	18	57	31
Dynlrb1	736	764	1291	553
Gm13034	256	317	419	218
Zfp668	392	432	469	381
Rpn1	8130	7204	8809	6985
Olfr1440	0	0	0	0
Olfr237	0	0	0	0
Mab21l3	8	4	0	2
Ralgapa1	6306	5969	4801	4119
Zc3h12c	5091	5840	7205	7085
Cpne5	0	0	0	0
Bnip1	114	66	100	61
Eepd1	32	17	9	3
Zfp711	0	0	0	0
Triml1	0	0	0	0
Ppp1r3b	102	111	82	49
Zfp507	1215	1107	1449	990
Vezf1	5777	6442	7653	6606
Msi2	5551	6047	8003	7014
Deup1	0	3	0	1
Golga7b	3	2	4	5
Krt83	0	0	0	0
Kcnmb3	0	0	0	0
Mucl1	0	2	4	0
Ppard	9	34	85	54
4833417C18Rik	42	37	67	49
Tgm4	0	0	0	0
Gm6402	36	41	64	21
Gm14207	0	0	0	0
Actr10	5386	5070	6815	5393
Olfr1434	0	0	0	0
Olfr1441	0	0	0	0
Olfr76	0	0	0	0
Olfr1424	0	0	0	0
Prim1	7979	7206	10769	8308
Igdcc3	0	0	0	0
1700030J22Rik	6	10	8	11
Il1f6	0	0	3	0
Zbed3	377	385	566	410
Elf3	0	0	0	0
Cog5	610	554	589	516
Gm11538	0	0	0	0
Tha1	0	0	0	1
Pfn2	4988	4985	4140	3851
Omg	0	0	0	0
Myocd	165	181	5	10
Ccnb1ip1	7	8	12	7
Yeats2	1756	1813	2277	1632
4930567J20Rik	0	0	0	0
Gm5936	0	0	0	0
C230079O03Rik	0	0	0	0
Smr3a	0	0	0	0
Smpd1	45	28	46	17
Smn1	666	576	834	576
Mgat3	71	51	109	69
Meox1	0	1	2	0
4930500L23Rik	0	0	0	0
4930563F08Rik	0	0	0	0
Ist1	4617	4000	1974	1151
Arpc5l	2201	1757	2037	1587
1110059G10Rik	2170	2343	2195	2219
Sec22b	2022	1993	2358	1399
Chst2	2281	2376	5901	4892
AV064505	0	0	0	0
C030013C21Rik	1	2	1	0
1700100I10Rik	2	5	2	1
Timd2	1	2	22	16
Kif26b	54	62	64	59
Loxl4	1400	1278	898	603
Zyg11a	2	0	0	0
Gm19557	0	0	5	2
Mir3107	0	0	0	0
Mir3104	0	0	0	0
Rbks	4	1	18	3
Adrm1	531	415	692	444
Ren2	0	0	0	0
Slc51a	0	0	0	0
Mir7068	0	0	0	0
Gm20605	1	0	0	0
Panx1	70	51	76	40
Gm5737	0	0	0	0
Sertad2	2391	2451	3347	3119
Ubox5	131	153	199	163
Rnf128	1122	1256	1757	1999
Tfap4	492	609	919	749
Atic	5849	5038	7974	6418
Taf11	1126	962	1092	890
Vmn1r231	0	0	0	0
Spata48	136	163	0	0
Olfr10	0	0	0	0
Frem2	0	0	0	0
Cebpd	339	338	1063	791
Mir8116	2	3	9	4
Kat7	1534	1110	1686	1075
Ippk	1022	1100	2482	1925
Unk	67	54	77	51
Kyat3	129	109	206	109
Prdm4	1190	933	1598	1002
Gng4	0	1	0	0
Prmt2	73	53	87	29
Aadacl4fm4	0	0	0	0
Vmn1r194	0	0	0	0
Tcf7	30	23	3	4
Eif4e	41959	40997	52354	47408
Dmbx1	4	5	6	5
Supt7l	238	177	210	173
Krt19	30	16	2	0
Ralyl	653	703	2	4
S100a1	12	3	17	5
Czib	98	52	84	39
Olfr1276	0	0	0	0
Olfr1278	0	0	0	0
Olfr1279	0	0	0	0
Olfr720	0	0	0	0
Olfr1058	0	0	0	0
Olfr1323	0	0	0	0
Olfr1350	0	0	0	0
Gne	156	168	152	94
Cdh3	397	438	1	0
Olfr816	0	0	0	0
Olfr822	0	0	0	0
Olfr815	0	0	0	0
Mir1264	0	0	0	0
Tmem45a	552	691	227	189
Neo1	2594	2332	2548	1811
Npr1	3	0	2	0
Evc2	196	148	173	77
Cdh15	0	0	0	0
Hif3a	0	0	0	2
Wasl	3936	4994	4848	4731
Gm4894	0	0	0	0
Pik3ca	10084	9592	12714	10837
Larp4	56386	60295	78019	80571
Sycp3	4	5	5	1
Ube2k	6581	7028	8350	6575
Plrg1	1268	959	1406	827
Vmn1r155	0	0	0	0
Mir3073a	0	0	0	0
Mir3070a	0	0	0	0
Mir3069	0	0	0	0
Tmed3	671	440	702	238
Tspan13	147	183	59	45
Rpl7a	1224	929	1393	541
Ccl24	0	0	0	0
Lsm7	300	283	507	229
Cxcl14	0	0	0	1
Morf4l1b	9	12	3	21
Tarbp2	31	21	59	30
Slc35f3	1	1	0	0
Ubl3	2203	2250	2991	2918
Angpt2	43	38	94	83
Gm12911	0	0	0	0
Aifm3	0	0	0	0
Golim4	11348	12550	9986	9150
Usp8	4354	3844	5262	4423
Abi3	1	1	0	0
4930428G15Rik	0	0	0	0
Nedd4l	480	444	1125	670
Gm4301	0	0	0	0
Gm4312	0	0	0	0
Triqk	482	515	226	223
Hectd3	57	37	90	29
Cnot2	5496	5252	6474	5188
Ms4a19	0	0	0	0
Mir7069	0	0	0	0
Mblac2	627	733	1053	1005
Brd8dc	48	66	90	69
Cplx3	6	6	7	8
6330410L21Rik	3	1	1	0
Spn-ps	0	0	0	0
E330017L17Rik	0	1	1	0
Cdx1	0	0	0	0
Klf12	165	197	606	581
Gm364	5	6	2	0
Arpc1b	23230	28910	41853	36952
Gm33337	0	0	0	0
Tph1	1	1	0	0
Ndst3	592	654	726	580
Prdm11	7	6	9	5
Cyp2j12	0	0	0	0
Mau2	580	475	573	390
Dlx1	344	344	594	390
Ltbp4	2	0	0	2
Mymx	0	0	0	0
Gm8989	0	0	0	0
F630028O10Rik	2	2	1	0
Slc13a5	0	0	0	0
Mir6401	0	0	0	0
Stx6	441	400	837	631
Spatc1	0	0	0	0
4930524O08Rik	0	0	0	0
Ociad1	5886	5188	5999	4627
Rims4	0	0	0	0
Thada	2681	2588	2846	2122
Slc5a4a	0	0	1	0
A630001G21Rik	1	1	0	0
Timm8b	1433	1807	3018	1304
Clec4f	0	0	0	0
Gm33517	11	7	23	8
Gm16527	0	0	0	0
Gm8883	0	2	2	6
Krt31	0	0	0	0
Trhr2	0	0	0	0
Tppp2	0	0	0	0
Asxl3	165	223	51	48
Ift122	100	59	86	42
Bcl11b	14	32	444	403
OTTMUSG00000016609	0	0	0	0
C87977	0	0	0	0
Il1a	2	0	53	53
Zfp600	29	12	4	10
Exosc8	2711	2583	3306	2152
4930480E11Rik	0	0	0	0
Rmnd1	24	23	26	21
Sstr5	0	0	0	0
Gm6408	0	0	0	0
Gm5072	0	0	0	0
Rhox3e	0	0	0	0
Gm8300	6	4	3	0
Gm4027	0	0	0	0
Lsm10	67	67	143	45
Vmn1r111	0	0	0	0
Mpst	11	7	15	1
Marcks	43840	45377	42492	43294
Zfp970	1196	1333	1797	1523
Itga10	25	9	20	14
Ciz1	15	10	22	6
Chd1l	457	427	476	380
1110058D11Rik	0	0	0	0
1700026J14Rik	1	0	0	0
4930517M08Rik	0	0	0	0
1700027F09Rik	0	0	0	0
Sult3a2	0	0	0	0
Fgr	0	0	0	0
Spata31d1a	0	0	0	0
BB287469	0	0	0	0
Zfp616	0	0	0	1
H2al2c	0	0	0	0
Sult2a5	0	0	0	0
Ccn2	10128	7660	3912	3050
Gm3402	0	0	0	0
Lancl1	264	219	214	148
4930595D18Rik	0	0	0	0
1810063I02Rik	0	0	0	0
Gzmm	3	2	4	4
Tm4sf20	0	0	0	0
Dhh	3	0	0	1
Gm11549	3	7	5	1
Krt79	0	0	0	0
Phf11c	14	11	34	30
Prdm15	395	443	620	486
Cldn24	0	0	0	0
A130010J15Rik	935	966	1353	1175
Zglp1	2	0	2	1
Spdya	217	283	366	322
Lor	16	7	0	0
Rilpl1	247	167	156	118
1700120K04Rik	0	0	0	0
5430405H02Rik	74	69	120	64
Mir706	82	82	68	98
Sh2d6	2	0	1	1
Dcaf1	4642	4015	4802	3680
Tyro3	29	20	34	12
Cks2	7934	7272	11905	10518
C530044C16Rik	9	9	76	46
4930471M09Rik	10	17	22	13
4933407G14Rik	0	0	0	0
Ttc32	1238	1460	2244	1862
C4bp-ps1	4	0	2	1
2900093K20Rik	36	35	49	46
2900052L18Rik	60	52	97	72
Tas2r119	0	0	0	0
Tas2r105	0	0	0	0
Edem1	5560	5142	7312	5556
Ubr1	5808	5665	7353	7005
Htr5b	0	0	0	0
Olfr1264	0	0	0	0
B3gnt7	0	0	0	0
Dok4	36	34	51	18
Serpinb9b	202	214	108	82
Mmd2	0	0	0	0
Lim2	0	0	0	0
Tubb4b	1586	1255	2178	797
Mgat5b	0	0	0	0
Slc39a7	245	159	242	112
H1f0	8400	8447	8998	7622
Gzmk	5	3	0	0
Cyp26a1	1	1	0	0
Axin2	2	1	1	4
Cd300lf	48	47	36	29
Krt12	0	0	0	0
Krt10	431	558	705	522
Kcnab3	21	26	27	17
Acaa1a	18	15	31	9
Akr1d1	10	7	8	13
Cox6c	15085	17203	19090	11417
Chrac1	53	50	100	35
Clca3a2	29	22	19	19
Zfp524	2	1	2	0
Olfr907	0	0	0	0
Olfr905	0	0	0	0
Olfr906	0	0	0	0
Olfr902	0	0	0	0
Olfr904	0	0	0	0
Olfr878	2	9	2	1
Olfr1502	0	0	0	0
Olfr1499	0	0	0	0
Olfr812	0	0	0	0
Olfr1263	0	0	0	0
Olfr1271	0	0	0	0
Olfr1246	0	0	0	0
Olfr1248	0	0	0	0
Olfr1238	0	0	0	0
Olfr1230	0	0	0	0
Olfr1245	0	0	0	0
Olfr920	14	16	4	2
Olfr914	0	0	0	0
Olfr916	0	0	0	0
Olfr26	0	0	0	0
Olfr922	0	0	0	0
Olfr715	0	0	0	0
Olfr196	0	0	0	0
Fezf2	0	0	0	0
Rfc5	595	398	693	301
Ace	0	0	0	0
Rbm18	4693	4969	6093	5321
Gm7457	0	0	0	0
Mib2	7	2	7	4
Adamtsl5	8	4	11	6
Chtf18	18	17	54	11
Galnt7	4384	4886	6948	7049
Fcgr4	1	0	1	0
Clec2d	2928	1869	1603	1716
St3gal3	24	21	20	11
Gm10857	2	2	1	2
Vmn1r175	0	0	0	0
Vmn1r127	0	0	0	0
Vmn1r129	0	0	0	0
Vmn1r160	0	0	0	0
Mir8093	0	0	0	0
Gsx1	0	0	0	0
Olfr444	0	0	0	0
Olfr441	0	0	0	0
Zfp352	1	1	1	0
Olfr435	0	0	0	0
Olfr418	0	0	0	0
Olfr1166	0	0	0	0
Olfr1160	0	0	0	0
Olfr1154	0	0	0	0
Olfr152	0	0	0	0
Olfr1158	0	0	0	0
Olfr1163	0	0	0	0
Olfr1155	0	0	0	0
Olfr1164	0	0	0	0
Olfr1153	0	0	0	0
Olfr1138	0	0	0	0
Ciao2b	64	98	77	29
Srgap3	91	98	148	100
Tnfrsf19	15	10	1	0
Mir505	7	15	19	5
Gm38999	0	0	0	0
Gm42372	0	0	0	0
Mir215	0	0	0	0
Pex12	739	784	753	733
Fam172a	3888	3795	3685	3247
Vinac1	47	36	52	45
4930459L07Rik	0	0	0	0
Ass1	2	4	2	0
Rptoros	0	0	0	0
Commd7	440	402	670	386
Fkbp6	8	7	7	6
Cnnm4	302	320	569	386
Mdga2	96	144	5	3
Gm5420	0	0	0	0
Cdc42	52649	48279	61967	52150
Gm4737	73	35	96	34
Eif4g1	5563	3945	6870	3787
BC048559	0	0	0	0
9030616G12Rik	0	0	0	0
4930521O17Rik	0	0	0	0
Ncoa4	6846	7005	12184	11780
Gm5083	0	0	0	0
Gm16551	0	0	0	0
3110056K07Rik	299	323	415	344
Gm28178	0	0	0	0
Gm29678	0	0	0	0
Gm28856	0	0	0	0
Cnbd2	6	0	2	3
Wdr19	475	450	489	352
4930442J19Rik	0	0	0	0
Gm11992	9	3	0	5
Nudt10	17	20	0	1
Gm20868	0	0	0	0
Tgm5	0	0	0	0
Ildr2	847	860	69	50
B230312C02Rik	0	4	4	3
Tcte2	3	0	0	0
Eaf1	3726	4096	8646	7019
Aars	1459	871	660	287
1700041C23Rik	0	0	0	0
Rpl10l	0	0	0	0
Naf1	4104	4264	4287	4589
Tmbim6	3617	2959	4071	2760
Cpne4	0	1	1	8
Dgkeos	0	0	0	0
Mir7646	0	0	0	0
Mir8099-1	0	0	0	0
Mir8096	0	0	0	0
Rmnd5b	173	182	258	98
Prr13	706	689	1021	674
Dnase2b	0	0	0	2
Zfp759	820	778	596	530
Cyp2t4	0	0	0	0
Mfsd4b1	0	1	2	1
Gtf2a1	9899	10304	11032	10984
Usp26	0	1	0	0
Tdrd1	11	10	14	17
Rhbdl1	0	0	0	1
Gbgt1	0	0	0	0
Rab40c	24	24	61	16
H2-T24	12	10	18	30
4930540M03Rik	1	1	0	1
Olfr66	0	0	0	0
Gm17634	0	0	0	0
E130218I03Rik	0	0	0	0
Prr12	3	4	1	1
Tmc5	0	0	0	0
Sco2	0	0	0	0
Garem2	27	16	18	14
Skint5	1	1	0	0
Dalir	0	0	0	0
Cuzd1	1	2	0	5
Hikeshi	4226	4718	5217	4343
Phkg2	16	10	23	5
Tmem256	89	107	147	39
Ptpa	129	66	103	52
Gucy2c	2	0	0	0
Rpl14-ps1	862	938	1473	491
Lcn9	0	0	0	0
Jph3	0	0	0	0
1700019N19Rik	2	0	0	0
Calb1	0	0	0	0
1700016K19Rik	0	0	0	0
Cul1	12309	11754	15286	11558
Mir7070	0	0	0	0
Kcne3	0	0	0	0
Aurkc	1	0	1	0
Fpr3	0	0	0	0
Il18rap	769	662	4956	3922
Clec2g	3	2	2	0
Cisd3	111	74	160	57
Zfp704	1924	1911	1807	1700
9130015A21Rik	0	0	0	0
Edc4	250	181	115	57
Bpifa2	0	0	0	0
Nrde2	71	43	98	29
Gm10352	0	0	0	0
Gm20611	0	0	0	0
0610043K17Rik	0	2	0	0
Mir7026	1	1	3	3
BC048602	0	0	0	0
Gm20740	0	0	0	2
Serpinb6c	0	0	0	0
Col6a4	1	0	0	0
1810062O18Rik	3	5	17	1
Zfp874a	387	386	424	377
Spata31d1d	0	0	0	0
S1pr5	0	0	0	0
Zfp330	2431	2135	2380	2185
Mir7072	0	0	0	0
Maff	519	670	1121	722
2700038G22Rik	268	253	371	216
Dpf2	232	208	284	160
Ube2d2b	0	0	0	0
Cks1b	4554	4339	7912	5836
Apoc3	0	0	0	0
Abcb10	816	786	656	510
Uba2	10803	11296	15201	13221
Psg16	0	0	1	1
Atxn7l1os2	0	0	0	0
Skap1	15	5	9	4
Arhgef18	513	345	361	231
4930511E03Rik	3	4	5	1
Kcnh2	0	2	0	0
Gm13490	10	3	7	4
Amtn	0	0	1	0
Pi15	1100	1209	184	154
Samd14	14	22	14	9
BC016548	0	0	2	0
Zkscan16	144	122	52	35
Sall2	233	233	606	503
Nicn1	306	232	229	118
Tmsb15b2	42	59	83	22
Galnt2	2562	2658	2777	2038
Hipk3	11670	12140	17744	17579
4933400B14Rik	0	0	0	0
Usp40	2367	1968	2577	2070
Mir6902	1	1	4	2
Mir6901	0	0	0	0
Mir6900	0	0	0	0
Rassf6	732	633	326	264
Ttpa	159	155	79	60
4933407L21Rik	0	0	0	0
Pla2g10os	0	0	0	0
Kif9	7	11	5	2
Arhgef15	16	6	7	12
Vmn1r176	0	0	0	0
Vmn1r39	0	1	1	3
Vmn1r34	0	0	0	0
Vmn1r173	0	0	0	0
Zfp935	3326	3672	3744	3862
Rnf217	2409	2141	2976	2718
Agbl4	0	0	0	0
Clk1	11953	12000	16839	15509
Mir466	0	1	0	0
Gm3137	0	1	0	0
Cenpt	237	206	119	39
Lypd6	403	395	168	143
Gm20063	0	0	0	0
2610035F20Rik	0	0	0	0
Hbb-bh2	0	0	0	0
Gpx4	91	57	127	58
Il3ra	0	0	0	0
Ndufa4	9185	8482	10242	7082
Nfatc2ip	273	279	303	294
Snhg12	1249	998	1894	1266
Rasal3	0	0	0	0
Krtap4-8	0	0	0	0
Nudt22	2	0	4	0
Vps33a	596	424	611	460
Gm17644	334	401	386	396
Gm1993	0	0	0	0
Marchf10	2	1	4	2
Zfp977	22	7	7	3
1810013A23Rik	0	0	0	0
5430428K19Rik	0	1	0	0
Wdr74	116	79	125	49
Aoc3	13	10	10	2
Anxa5	24828	21311	29426	25191
Cebpg	7258	6719	7582	7396
B230217O12Rik	52	40	23	39
Vmn2r16	0	0	0	0
Relt	21	17	19	5
Tmem69	1884	1940	2298	1784
Skint11	0	0	0	0
Ttc17	477	388	491	348
Arhgef26	42	47	0	0
Eef1akmt4	60	48	65	37
Mcoln1	52	34	51	22
Dnajc5g	0	0	0	0
Ly6k	0	0	0	0
Sat2	7	12	15	10
Ptms	372	224	538	210
C1qtnf3	408	469	3	11
Cldn23	0	0	3	0
Abcc3	1	0	1	1
Galnt12	32	36	142	155
Abhd17b	9395	10858	9942	9880
Tmem119	48	39	60	20
D030025P21Rik	28	25	13	6
Snord123	13	6	13	5
Poldip2	392	369	706	245
1700001G01Rik	0	0	0	0
4930539C22Rik	0	0	0	0
Gm16386	1332	1614	1272	1214
Asic1	5	2	6	4
Gm13278	0	0	0	0
Gm2002	0	0	0	0
Iqsec2	6	6	5	3
Npas2	1	2	0	2
Gm5592	0	0	0	0
Sec1	1	0	0	1
Sprr2k	425	344	2	0
Sprr2i	0	0	0	0
Sprr2e	2	3	1	0
Sprr2b	0	0	0	0
Il4i1	0	0	0	0
Fhl3	242	164	311	130
Pign	7815	7572	10515	9576
Asxl2	4180	4199	6545	5565
Pdp2	1581	1622	1669	1542
Rpp21	61	39	71	26
Sfr1	26926	27935	36815	32165
4930447M23Rik	0	2	0	0
Elk3	3614	3217	5097	4068
Gm4302	0	0	0	0
Tex11	5	6	6	1
Sdr16c6	0	0	0	0
Erich6	1	4	8	2
Oas1b	3	0	7	1
0610040F04Rik	3	3	0	1
1700034K08Rik	0	0	0	0
4930568E12Rik	1	0	0	0
1700003M07Rik	39	52	35	31
Prl7a2	150	154	8	9
Cnot8	958	910	1546	947
1700027I24Rik	4	9	4	2
Rbp3	0	0	0	0
Pias1	2025	2023	2094	1915
Foxl2	0	0	0	0
Ttr	0	0	0	0
Gm20744	0	0	4	0
Kmt2c	2440	2787	2292	2261
Olfr311	0	0	0	0
Olfr313	0	0	0	0
Olfr1370	0	0	0	0
Olfr1368	0	0	0	0
Olfr1367	0	0	0	0
Olfr1170	0	0	0	0
Olfr1168	0	0	0	0
Gm11554	0	0	0	0
Map2	6363	6852	2823	2803
Mt4	0	0	4	1
Mt2	25	32	68	20
Msi1	0	0	0	0
Msh2	2235	1789	2984	2086
Meis3	4	5	11	3
Mrc2	391	450	862	576
Rack1	3859	3811	6702	2596
Gnb1	13398	14928	17891	14597
Itgae	1	0	4	0
St8sia2	3	0	0	0
4930522P08Rik	89	85	100	77
Crot	2584	2465	2232	1910
Cd3d	52	61	56	60
Myo1h	8	5	21	14
4930539M17Rik	0	0	0	0
Mthfd1l	1364	1112	1771	1149
Gpsm1	37	62	64	39
4930455H04Rik	0	0	0	0
Rc3h2	33245	36624	38346	37683
Gm16222	1	0	0	1
Mapk3	20	7	27	12
Ppie	262	150	262	147
Adam23	590	555	221	203
Rab26os	222	195	269	81
1700097N02Rik	0	0	0	0
Btbd35f27	0	0	0	0
Zfp939	173	152	101	80
Fndc1	0	0	0	0
Oaz1-ps	0	0	0	0
Mir669d-2	27	10	5	8
D830030K20Rik	230	208	236	203
Dcun1d2	732	806	1099	793
Ddx42	4745	4381	5794	4733
Tmem186	303	236	475	361
Heatr9	0	0	0	0
Vmn2r117	0	0	0	0
Astn1	0	0	3	1
Uhrf1bp1	306	266	365	178
Cops2	40358	42191	58961	55629
Pus7	2419	1871	2567	1889
Mxra7	385	349	481	286
Nfkbie	10	7	20	7
Dagla	29	18	68	57
1700047M11Rik	0	0	0	0
Ppp1r10	920	982	1453	734
Acot13	210	174	293	138
Nacc1	191	132	205	86
Cntnap2	2	4	0	0
Tmem114	0	0	0	0
Atg10	387	338	301	307
Fcor	7	2	5	0
Col6a2	91	56	20	14
Pla2g2d	16	22	32	26
Gstm3	0	0	0	0
Hes1	4924	5578	5666	5062
Pnn	13374	13706	18165	16860
Gas2	3880	4321	4495	4095
Gas1	3617	4374	4614	4196
Gap43	544	550	325	242
Galr1	0	0	0	1
B4galnt2	79	106	132	148
Sod3	9	8	3	1
Sod1	1786	1139	1824	647
Cib2	5	0	4	1
Tsfm	518	619	821	587
Commd5	47	42	62	36
Dynll1	18082	21380	26229	15295
Ccdc82	8178	8359	9906	9105
Myl12b	1352	1208	867	550
Ncs1	1117	1115	1678	824
Prelid3b	4509	4071	7851	7294
Nub1	829	619	890	695
Srp19	3416	3664	5464	4172
Ccdc173	172	158	170	175
Zfp991	68	59	70	77
Atp2a2	15199	13915	19468	16863
Hotairm2	0	0	0	1
4930415O20Rik	0	0	7	0
Oit1	0	0	0	0
Snx5	22256	19718	33226	24808
Serpina12	0	0	0	0
Eef1akmt1	141	93	231	59
A830019P07Rik	2	5	2	0
Ccdc175	0	2	1	0
Tshb	0	0	0	0
Agbl1	0	0	0	0
Mir7074	0	0	0	0
Creb5	369	531	509	460
E130309D02Rik	24	31	31	4
Cd99l2	401	242	368	179
Dgkz	19	6	25	9
Olfr124	0	0	0	0
2900079G21Rik	0	0	0	0
Gm2694	0	0	6	3
Trmt11	4341	4365	4982	4519
Sulf2	268	244	65	45
Padi1	0	0	0	0
Svs6	0	0	0	0
P4ha1	5267	4309	5972	4140
Pde3b	25	30	7150	6695
Mapk13	0	0	0	2
Acsm3	0	0	0	1
Lhx4	0	0	0	0
Nek2	1342	1317	2065	970
Traip	185	127	182	84
Map3k1	1073	1184	1585	1457
Map2k6	231	232	357	290
Lypla2	9	4	22	9
Decr2	382	353	507	297
BC037156	0	0	0	0
Mir6361	0	0	0	0
1600019K03Rik	4	6	20	15
Ugt2b34	0	0	0	0
1700037H04Rik	58	54	168	37
Marco	0	0	0	0
Ccnl1	8839	8593	11016	10785
Ccdc159	3	1	3	2
Ptpn4	4101	4347	5685	5525
Gm20187	11	7	10	6
Muc5ac	0	0	0	0
Hecw2	137	140	324	367
Slc39a10	8406	9055	8750	8126
Trim66	20	16	24	27
Nek7	31698	31478	26040	26412
Kif14	1412	1297	1897	1523
H2ax	553	732	1243	336
Gm14139	20	17	4	1
Moap1	0	0	0	0
Usp33	7925	7753	8570	7885
Krt222	15	22	12	13
Nfkbia	1036	922	1142	929
Ecrg4	0	0	0	0
Ndufaf7	524	500	520	325
Cdk20	9	1	20	14
Apbb3	68	55	110	74
Prdm12	0	0	0	0
Hsd3b4	0	0	0	0
Gm24148	688	617	875	830
Hsd17b1	3	1	4	3
Lin7b	0	0	0	0
Clpp	29	11	22	10
Fam126b	7064	7631	8762	8976
Zfp94	35	34	21	17
Hba-a1	0	0	0	0
Has3	23	7	8	3
Hars	1431	1021	1743	1280
Meak7	9	1	21	8
4930481A15Rik	0	0	1	0
Mir7075	0	0	0	0
Ccdc122	1895	2088	2575	2554
Rnf7	5367	4894	5247	4118
Itih3	1	0	1	0
Prl7b1	5	3	0	1
Malsu1	1001	920	1345	825
Krtap9-3	0	0	0	0
Pmf1	32	18	55	33
Prr29	0	0	0	0
Acyp2	988	1065	597	659
Capsl	0	0	0	0
Sgf29	9	5	20	7
Ccdc103	4	3	5	4
Qdpr	856	734	970	860
Cfap161	1	0	0	0
Rcc1l	113	68	136	63
Mycbpap	0	1	0	0
Olfr134	0	0	0	0
Olfr133	0	0	0	0
Mir3473d	1	0	0	0
Vmn1r143	0	0	0	0
Lce1j	0	0	0	0
Ermap	17	11	14	10
Snord88a	1	0	1	0
Tmprss3	0	0	0	0
Gm14496	0	0	0	0
Scgb1b19	0	0	0	0
Spryd7	2403	2319	3103	2872
Socs3	310	396	511	239
Socs2	2844	3069	1854	1472
Cirbp	185	192	155	156
Elovl3	0	1	0	1
Snora70	103	61	91	50
4930523C07Rik	31	15	58	35
Polq	2604	2301	2942	2113
Gnl1	147	130	189	80
Msantd4	11890	12264	10926	10069
Zfp386	7818	8297	9453	8652
Syce1l	0	2	1	0
Sqstm1	2688	2315	3166	2427
Rtkn2	484	492	447	408
Atp6v0c-ps2	0	0	0	0
Mir3068	31	59	33	13
Sltm	5834	5458	6897	5778
Psma8	0	0	0	0
Gm2004	0	0	0	0
Cd209f	0	0	0	0
Vipr1	12	12	1	7
Hemk1	22	19	39	13
Alg9	325	301	316	218
Gm20865	0	0	0	0
Tti2	473	487	535	375
Gm26688	0	0	0	0
Mettl25	422	412	736	576
Dnaja4	421	390	598	452
Gm11681	0	0	0	0
Dtl	8229	8799	10508	10042
Itih1	0	0	0	0
Acadm	1486	1790	2398	1753
Trim14	20	18	12	21
Cyp4a12b	0	0	12	3
Hsbp1	3184	3131	3881	2535
Srsf11	16957	18463	21401	20527
Slc36a4	3867	4236	5036	4321
Spink6	0	0	0	0
Csrnp1	23	19	15	5
Krt72	0	0	0	0
1600010M07Rik	0	1	0	0
Gfod1	1176	1148	2891	2178
Krt26	0	0	0	0
Trim40	0	0	0	0
Bcorl1	5	21	18	7
Nhlh2	27	39	38	27
Srrm2	6443	6547	6500	5183
Cnot3	51	29	37	13
Ddr2	22925	21461	30514	28285
Sp5	0	0	0	0
Cyp4f14	0	0	0	0
Cep72	195	198	278	248
Gm10069	132	92	86	54
Themis	13	13	16	5
Mir7076	0	0	0	0
Rnf8	37	26	37	35
Ncstn	241	180	345	110
Ctrcos	4	6	6	3
Glt8d1	972	716	1228	933
Arhgef12	5985	5910	7244	5395
4930528D03Rik	12	15	16	13
Epm2a	0	0	0	0
Sim1	1456	1664	3	6
Cmbl	0	0	0	0
Olfr357	0	0	0	0
Olfr360	0	0	0	0
Olfr308	0	0	0	0
Olfr292	0	0	0	0
Vmn1r198	0	0	0	0
Vmn1r215	0	0	0	0
Gm10408	0	1	0	4
Il33	28	19	2340	1825
Bcas1os2	0	0	0	0
Nkap	4090	4192	4562	4641
1700016D06Rik	0	0	0	0
Fpgs	28	23	36	13
2310009B15Rik	360	371	862	622
Syt15	192	196	167	197
Fkrp	383	458	564	247
Ermard	71	80	93	51
Lrit2	0	0	0	0
Vmn1r12	0	0	0	0
Nppb	8	6	5	5
Lrit3	0	3	4	0
Fer1l6	7	6	13	7
4930452B06Rik	151	150	268	190
Zfp334	1394	1406	1973	1720
Bop1	83	59	118	32
Prkx	1667	1582	2522	2384
Apoh	2	1	1	1
Apoa2	0	0	0	0
Acbd4	7	2	7	2
Tgfbr3l	2	1	0	0
Mir129b	0	0	0	0
Rpsa	4594	3241	4750	1936
Sox14	0	0	0	0
Sox12	9	6	38	25
4930507D10Rik	0	0	0	0
4930459C07Rik	0	0	0	0
Zbtb34	206	259	236	216
Sirpb1b	0	0	0	0
Xpr1	3653	3750	3674	3217
Mcc	2845	2951	1812	1599
Pkn2	30273	30478	29302	26239
2210406O10Rik	3	1	4	5
Pfkp	148	103	201	85
Mir6961	0	0	0	0
Gjb2	151	139	0	1
Olfr985	0	0	0	0
Olfr982	0	0	0	0
Olfr1341	0	0	0	0
Vmn1r41	0	0	0	1
Vmn1r46	0	0	0	0
Vmn1r40	5	6	5	8
Nr4a3	19	7	27	29
Pigw	1275	1316	1966	1827
Cactin	35	45	101	26
Fuz	6	8	3	4
Nudt16	107	68	121	74
Atp11b	10763	10787	11374	10575
Mxd3	37	35	60	48
Ahcy	523	583	1014	721
2210039B01Rik	19	11	17	15
Gm20257	102	88	74	101
Gm16497	0	0	0	1
Pmp22	453	523	356	253
Smg9	1	2	3	3
Mlph	29	29	32	17
Adap1	0	0	0	0
Ube2v2	22888	26106	32898	30610
