	A567T11	A567T12	A567T15	A567T16
ABCD2	10	5	4	35
C12orf40	1	0	0	2
SLC2A13	287	197	344	574
AC121336.1	0	0	0	0
RPL30P13	0	0	0	0
RP11-476D10.1	0	0	7	0
AC079630.2	0	0	0	0
AC079630.4	1	0	2	6
LRRK2	61	64	100	274
AC084290.2	0	0	0	0
MUC19	20	14	30	41
RP11-115F18.1	0	0	0	0
RNU6-713P	0	0	0	0
CNTN1	378	263	820	799
RP11-367O10.1	0	0	0	0
PDZRN4	0	0	0	0
RP11-413B19.2	0	0	0	0
RNA5SP360	0	0	0	0
MTND2P17	0	0	0	0
MTND1P24	0	0	0	0
RP11-630C16.1	0	0	0	0
RP11-630C16.2	0	0	0	0
RP11-2A1.1	0	0	0	0
RP11-440G2.2	1	0	0	0
AC023513.1	0	0	0	0
GXYLT1	1846	1363	2029	2270
YAF2	606	521	687	829
AC020629.1	2	0	0	0
PPHLN1	4586	4732	5089	4621
RN7SL10P	0	0	0	2
RP11-76E16.2	0	1	0	1
ZCRB1	4133	4520	4463	3821
RNU6-249P	1	0	0	0
RP11-328C8.2	6	2	3	21
PRICKLE1	150	103	43	46
RP11-328C8.4	1	1	0	1
RP11-328C8.5	0	1	0	0
RP11-609L23.1	0	0	0	0
RP11-609L23.3	0	0	0	0
RP11-609L23.2	0	0	0	0
RP11-25I15.2	0	0	0	0
RP11-25I15.1	0	0	0	1
RP11-25I15.3	0	0	0	0
RP11-510P12.1	0	0	0	0
RP11-547C5.1	0	2	0	0
RP11-547C5.2	0	0	0	0
MRPS36P5	0	0	0	0
RP11-118A3.1	0	0	0	1
AC079603.1	0	0	0	0
ADAMTS20	0	0	0	0
RP11-73B8.1	0	0	0	0
RP11-73B8.2	0	0	0	0
RP11-73B8.3	0	0	0	0
EEF1A1P17	0	0	0	0
RP11-350F4.2	794	658	768	709
PUS7L	804	555	854	1090
RP11-210N13.1	6	6	10	16
IRAK4	973	843	1234	1344
TWF1	5239	4046	6727	8624
TMEM117	276	200	361	350
RP11-624G19.1	1	0	0	1
RP11-46I1.1	0	0	2	0
RP11-46I1.2	4	1	5	6
NELL2	3	2	3	3
DBX2	0	0	0	1
RP11-478B9.1	0	0	0	0
RP11-478B9.3	0	0	1	0
RP11-478B9.2	0	0	0	0
RNA5SP361	0	0	0	0
PLEKHA8P1	319	246	426	470
RP11-139E19.2	0	0	0	0
ANO6	6060	4576	8020	11740
RP11-438E8.2	0	0	1	4
RP11-352M15.1	0	0	0	0
RNU6-671P	0	0	0	0
LINC00938	413	341	426	439
ARID2	1644	1265	1369	2115
RN7SL246P	0	0	0	0
KNOP1P2	3	1	1	7
SCAF11	5137	4010	5123	7806
RP11-101K23.1	0	0	0	0
SLC38A1	18047	13973	18622	23077
SLC38A2	15861	11632	17439	25783
RP11-474P2.2	0	0	4	8
RP11-96H19.1	70	63	86	118
RP11-474P2.4	4	5	3	1
RP11-446N19.1	36	18	29	37
OR7A19P	0	0	0	0
RP11-66E20.2	0	0	0	1
SLC38A4	74	55	150	284
AMIGO2	3608	2997	5447	7505
PCED1B	330	352	523	381
RP11-23J18.1	6	6	4	8
MIR4698	0	0	0	1
PCED1B-AS1	15	6	23	32
RP11-493L12.3	8	2	12	8
RP11-493L12.4	8	10	11	10
RP11-493L12.6	2	0	0	0
RP11-493L12.5	0	0	0	0
MIR4494	0	0	0	0
RP1-90J4.1	0	0	1	0
RP1-90J4.2	0	0	0	0
RP1-90J4.3	0	0	0	0
RP3-432I18.1	1	0	0	2
RPAP3	3232	2648	3260	3227
RP1-197B17.3	28	27	17	15
ENDOU	2	0	6	0
RAPGEF3	485	425	857	541
SLC48A1	1425	1332	1288	902
HDAC7	6337	5959	6287	5374
AC004466.1	10	10	7	20
RP5-1057I20.2	4	2	1	4
VDR	5806	5386	7210	6360
RP11-89H19.1	2	0	1	3
TMEM106C	9381	9510	9557	8735
COL2A1	32	26	40	45
RP1-228P16.3	0	0	1	0
RP1-228P16.4	0	0	0	0
RP1-228P16.5	0	0	0	0
SENP1	2555	2211	2440	3052
RP1-228P16.1	43	47	80	32
RNU6-1203P	0	1	3	1
RP1-228P16.7	0	1	0	1
PFKM	9851	9379	6759	5560
ASB8	1259	1150	1271	1358
RP11-474C8.3	0	0	0	0
RP11-474C8.4	1	0	0	0
RP11-474C8.5	0	0	0	0
C12orf68	5	6	22	59
DKFZP779L1853	19	13	13	11
OR10AD1	2	0	3	3
RP11-370I10.2	0	0	0	0
H1FNT	0	0	2	2
RP11-370I10.4	0	0	0	2
ZNF641	685	580	820	833
RP11-370I10.6	4	0	1	1
OR5BK1P	3	5	6	7
AC024257.1	1	1	3	1
OR5BT1P	0	0	0	1
OR5BJ1P	0	0	0	0
OR8S21P	0	0	0	0
OR8T1P	2	0	1	2
ANP32D	0	0	0	0
C12orf54	127	144	202	138
RP11-722P11.4	1	2	2	2
RPS10P20	0	0	0	0
OR8S1	0	1	0	1
OR5BS1P	0	0	0	0
LALBA	0	0	0	0
OR11M1P	0	1	0	1
KANSL2	2847	2692	2659	2691
SNORA34	25	19	20	23
SNORA2A	11	5	10	17
SNORA2B	1	5	8	19
CCNT1	3209	2493	2807	3578
LINC00935	4	1	1	1
ADCY6	2782	2270	1971	2363
RP11-579D7.2	0	0	0	0
MIR4701	5	6	1	5
RP11-579D7.4	14	15	7	10
RP11-579D7.8	1	0	1	3
CACNB3	1588	1554	2053	2030
DDX23	11440	10975	10248	8574
RND1	59	63	36	40
RNU6-600P	0	0	0	0
RP11-302B13.1	0	1	2	1
RP11-302B13.5	3	6	3	4
CCDC65	158	86	136	205
FKBP11	1584	1274	941	840
AC073610.5	1	0	0	0
ARF3	13435	12550	14929	13397
WNT10B	359	401	116	99
RNU6-940P	0	0	1	0
WNT1	0	0	0	2
DDN	299	330	179	111
RP11-386G11.3	0	0	0	0
RP11-386G11.5	25	12	17	43
PRKAG1	5480	5568	5749	4709
KMT2D	5967	4642	4897	6435
RHEBL1	618	649	833	580
DHH	3	0	1	10
RP11-386G11.8	1	0	1	3
LMBR1L	1502	1428	1676	1531
RP11-386G11.10	33	18	19	27
TUBA1B	67273	69052	69347	56225
TUBA1A	684	732	2484	5682
TUBA1C	45644	43503	43282	32460
RP11-977B10.2	24	25	22	33
RP11-161H23.5	1	1	5	0
RP11-161H23.9	55	32	41	72
PRPH	14	12	19	21
TROAP	6626	6302	5122	5182
C1QL4	55	54	36	64
DNAJC22	123	98	135	326
SPATS2	3680	3197	5178	5362
RP11-161H23.10	5	6	5	12
RP11-161H23.8	6	5	16	4
KCNH3	50	41	32	44
MCRS1	5714	6254	5307	3865
PRPF40B	1319	1323	1303	1168
RP11-133N21.10	8	3	4	14
FAM186B	40	26	29	35
RNU6-834P	3	1	1	2
POLR2KP1	4	7	5	9
RP11-133N21.7	6	9	9	2
HIGD1AP9	0	1	0	0
FMNL3	2031	1739	3472	3490
TMBIM6	42650	41656	51313	47678
RP11-133N21.12	0	0	0	0
LSM6P2	0	0	0	0
NCKAP5L	1674	1477	1774	1747
BCDIN3D-AS1	56	46	63	45
BCDIN3D	260	274	261	196
RP11-70F11.7	0	0	0	0
RP11-70F11.2	0	0	0	0
FAIM2	4	1	0	4
RP11-70F11.11	0	0	0	0
RP11-70F11.8	0	0	0	0
AQP2	0	0	1	0
RP11-469H8.6	0	0	0	0
RP11-469H8.8	0	0	0	0
AQP5	0	0	0	2
AQP6	5	2	8	2
RACGAP1	11445	9918	11742	12748
ASIC1	1192	1047	700	779
SMARCD1	7372	7096	7664	6591
GPD1	24	32	17	11
COX14	1295	1645	1175	903
RP4-605O3.4	17	13	14	19
CERS5	2962	2834	3497	2793
LIMA1	17921	14600	30641	30145
RP3-405J10.3	18	5	24	56
RP3-405J10.2	5	2	14	19
RP3-405J10.4	2	4	5	12
MIR1293	0	0	0	0
RNU6-1093P	0	0	0	0
AC008147.2	4	1	2	1
AC008147.1	0	0	0	0
AC140061.11	1	0	0	1
AC140061.10	0	0	0	0
AC140061.12	0	0	0	2
AC140061.9	2	2	3	1
AC140061.8	1	1	0	0
AC140061.7	2	2	2	2
AC140061.1	0	1	0	0
AC140061.6	0	0	0	0
AC140061.5	1	0	1	0
AC140061.4	0	0	1	0
AC140061.3	0	0	0	1
AC140061.2	1	0	0	0
FAM186A	41	26	32	23
RP11-112N23.1	1	1	0	0
LARP4	4599	3561	4343	5276
DIP2B	3491	2992	3325	4822
RNU6-769P	0	0	0	0
RNU6-238P	0	0	0	0
RP11-60E8.2	0	0	2	1
ATF1	1403	1184	1402	1656
RP11-60E8.4	0	0	2	0
RN7SL519P	0	0	0	0
TMPRSS12	0	0	0	0
RP11-60E8.3	0	0	0	0
METTL7A	605	595	496	1313
RP11-407N8.4	0	0	0	0
HIGD1C	0	0	0	0
SLC11A2	4153	3411	3794	3901
RNU6-1273P	0	0	0	0
LETMD1	3476	3007	2543	2675
CSRNP2	1378	1139	1605	1643
TFCP2	3018	2576	2797	2933
RP11-416A17.1	2	1	1	1
RP11-416A17.6	8	1	2	6
RNU6-199P	0	0	0	0
POU6F1	165	160	149	136
AC139768.1	0	0	0	1
DAZAP2	11427	10912	10902	11308
SMAGP	3023	2963	2294	1404
BIN2	0	1	1	0
CELA1	0	0	3	0
GALNT6	3372	3517	5512	4661
SLC4A8	31	20	42	243
RP11-607P23.1	0	0	2	0
SCN8A	64	54	103	382
HNRNPA3P10	2	8	6	2
RP11-923I11.3	0	0	0	0
AC068987.1	0	0	0	0
RP11-923I11.6	1	0	1	0
RP11-923I11.7	1	0	0	1
RP11-923I11.4	0	0	0	0
RP11-923I11.5	0	0	0	0
ANKRD33	0	0	0	1
RP11-1100L3.4	0	0	0	0
ACVRL1	10	5	12	23
ACVR1B	2182	2061	2688	2880
RNU6-574P	4	3	0	15
GRASP	4	4	6	21
NR4A1	191	180	173	741
RP11-1100L3.8	6	5	0	18
C12orf44	2108	2017	1932	1290
RP11-1100L3.7	0	0	0	1
OR7E47P	1	2	1	4
RP1-288H2.4	0	0	0	0
RP1-288H2.2	0	0	0	0
AC078864.1	0	0	0	0
AC078864.2	0	0	0	0
KRT80	4325	4065	1726	2499
C12orf80	2	4	1	2
LINC00592	11	18	15	12
METTL7AP1	0	0	0	0
KRT7	134354	141309	141861	93360
RP3-416H24.1	1683	1276	1521	1686
KRT86	570	440	81	160
KRT121P	474	584	125	309
RP11-845M18.7	1	0	1	1
KRT81	63539	67860	3186	4316
RP11-845M18.6	3	4	3	1
KRT83	26	35	3	5
AC121757.1	0	0	0	0
KRT85	1	1	0	2
KRT84	0	2	1	1
RP3-416H24.4	0	0	1	0
KRT82	0	0	2	0
RP11-1020M18.10	0	0	0	0
KRT124P	0	0	0	0
KRT75	0	4	6	3
KRT6B	5546	5856	11428	4407
KRT6C	16	10	24	19
KRT6A	82694	78960	235991	173124
KRT5	143782	149152	292747	209415
AC055736.1	0	0	1	2
KRT71	0	0	0	2
KRT74	4	1	3	5
KRT72	0	0	0	1
RP11-641A6.2	0	0	0	0
KRT73	0	0	0	0
KRT128P	0	0	0	0
KRT2	0	1	1	0
KRT1	0	0	0	0
KRT77	0	0	1	0
RP11-641A6.3	0	0	0	0
KRT126P	0	0	0	0
RP11-641A6.5	1	1	1	0
KRT125P	0	0	0	0
RP11-641A6.8	0	0	0	0
RP11-641A6.9	0	0	0	1
KRT127P	0	0	0	0
ARL2BPP2	0	0	0	0
KRT76	0	0	0	0
RP11-153F5.2	0	0	0	0
KRT3	4	1	2	0
KRT4	5	2	1	0
KRT79	6	1	10	7
RP11-153F5.3	0	0	1	0
KRT78	6	6	3	5
RPL7P41	1	0	1	8
KRT8	83455	96223	82285	53916
KRT18	60736	69265	53862	26959
AC107016.2	0	0	0	0
AC107016.1	0	0	0	0
EIF4B	27220	25419	25038	26684
RP11-983P16.2	1	3	4	4
RP11-983P16.4	457	440	325	265
TENC1	1464	1399	2470	3446
SPRYD3	4166	4379	3821	2633
IGFBP6	3583	3632	3630	2630
SOAT2	9	6	3	6
VTI1BP3	0	0	0	0
RNU6-333P	0	0	0	0
HIGD1AP1	1	5	7	9
RP11-1136G11.6	2	1	3	3
CSAD	663	428	549	668
RP11-1136G11.8	4	1	4	0
ZNF740	2926	2513	2315	2630
ITGB7	72	57	57	42
RARG	5630	5623	3609	3120
MFSD5	2074	2117	1970	1463
ESPL1	5197	4502	4122	5066
PFDN5	11301	12700	10939	7815
RP11-680A11.5	42	39	55	44
C12orf10	2498	3257	2456	1858
AAAS	4796	5214	4423	3528
SP7	0	1	1	0
SP1	8027	7117	6836	8945
AMHR2	1	1	0	0
PRR13	3289	3511	3120	2452
RP11-793H13.8	0	0	0	0
PCBP2	12658	13519	12867	10775
MAP3K12	720	592	856	1515
RP11-793H13.11	59	53	31	28
TARBP2	2076	2316	1995	1397
RP11-793H13.10	29	16	22	27
NPFF	0	0	0	0
ATF7	1383	1247	1480	1702
RP11-793H13.3	3	0	0	1
ATP5G2	10301	11062	7859	6384
RP11-972K6.1	0	0	0	0
CALCOCO1	1363	1247	1751	2610
RP11-686F15.3	0	0	0	0
RP11-686F15.2	0	0	0	0
RN7SKP289	0	0	0	0
HOXC-AS5	212	244	89	81
HOXC13	781	873	383	480
HOXC12	0	0	0	1
AC012531.23	0	0	0	0
HOTAIR	25	24	26	68
HOXC11	77	59	44	51
HOXC-AS3	0	2	1	4
HOXC10	23	32	42	102
RP11-834C11.12	0	0	0	0
HOXC6	383	319	358	509
MIR196A2	0	0	0	0
HOXC-AS2	13	9	14	19
HOXC9	430	427	325	315
HOXC-AS1	56	57	58	62
HOXC8	476	435	443	473
HOXC4	752	655	598	508
RP11-834C11.14	0	0	1	0
AC012531.25	27	13	27	150
HOXC5	39	31	32	22
MIR615	1	1	1	2
RP11-834C11.3	18	16	17	3
RP11-834C11.7	0	1	0	0
RP11-834C11.6	0	0	0	3
RP11-834C11.5	13	15	9	6
RP11-834C11.4	820	938	912	681
RP11-834C11.11	7	12	4	4
RP11-834C11.10	2	6	1	2
RP11-834C11.8	3	1	0	2
SMUG1	2512	2739	2409	1755
CBX5	9575	8468	11308	13398
MIR3198-2	0	0	0	0
RN7SL390P	0	0	0	0
RP11-968A15.2	73	55	80	34
RP11-968A15.8	9	11	11	20
HNRNPA1	130750	134985	117568	92016
NFE2	81	66	34	75
COPZ1	10747	11102	11177	9326
RNU6-950P	0	0	0	0
MIR148B	1	0	0	0
RN7SL744P	0	0	1	0
RP11-753H16.3	5	11	17	32
RP11-753H16.5	11	7	13	86
GPR84	3	3	3	3
ZNF385A	5176	5500	6198	3838
ITGA5	23488	22728	50533	62405
RP11-753H16.4	3	2	6	14
GTSF1	0	1	0	0
NCKAP1L	2	4	5	6
RP11-1049A21.2	0	0	0	0
PDE1B	3	1	0	2
PPP1R1A	0	0	1	0
GLYCAM1	0	0	0	0
LACRT	0	0	0	0
DCD	0	0	0	0
RP11-850F7.7	0	0	0	0
VDAC1P5	0	0	0	0
MUCL1	0	0	1	1
TESPA1	0	0	0	1
RP11-616L12.1	0	0	0	0
NEUROD4	0	0	0	2
OR9K1P	0	0	0	0
RP11-616L12.4	0	0	0	0
OR9K2	0	0	0	0
OR9R1P	0	0	0	0
OR10U1P	0	0	0	0
OR10A7	0	0	0	0
OR6C74	0	0	0	0
OR6C69P	0	0	0	0
OR6C72P	0	0	0	0
OR6C6	0	0	0	0
OR6C5P	0	0	0	0
OR6C1	0	0	0	0
OR6C3	0	0	0	0
OR6C7P	0	0	0	0
OR6C75	0	0	0	0
OR6C71P	0	0	0	0
OR6C66P	0	0	0	0
OR6C73P	0	0	0	0
OR6C65	0	0	0	0
PHC1P1	83	34	40	67
OR6C76	0	0	0	0
RP11-110A12.2	0	0	0	0
OR6C2	0	0	0	0
OR6C70	0	0	0	0
OR6C68	0	0	0	0
OR6C64P	0	0	0	0
OR6C4	0	0	0	0
AC009779.1	0	0	0	0
OR2AP1	0	0	0	0
OR6U2P	0	0	0	0
OR10P1	0	0	0	0
RP11-644F5.16	0	0	0	0
OR10AE3P	0	0	0	0
RP11-644F5.15	0	0	0	0
RP11-644F5.17	0	0	0	0
METTL7B	15	15	13	104
ITGA7	63	54	52	194
RP11-644F5.10	28	20	19	24
BLOC1S1	545	609	609	440
RDH5	15	7	11	16
CD63	18294	22345	24225	20023
RP11-644F5.11	231	235	284	194
RP11-644F5.12	1	0	0	0
GDF11	1420	1420	1169	1259
SARNP	252	232	218	183
RP11-762I7.5	2	3	11	5
RP11-762I7.4	35	25	37	45
ORMDL2	2270	2371	3220	2212
DNAJC14	1828	1482	1511	1654
TMEM198B	608	490	775	1219
MMP19	156	114	694	1451
OLA1P3	1	0	1	1
RNU1-69P	0	0	0	0
GSTP1P1	0	2	0	1
WIBG	1827	1957	1836	1306
DGKA	8848	8093	15312	13195
PMEL	128	121	137	153
CDK2	6579	6602	7425	7415
RP11-973D8.4	0	0	0	0
RAB5B	762	625	966	1588
RP11-603J24.7	18	13	19	16
AC034102.1	0	0	0	0
SUOX	972	866	819	865
IKZF4	519	412	375	641
RP11-603J24.4	3	2	5	3
RPS26	22031	29708	19689	12582
ERBB3	2004	1752	990	1001
RP11-603J24.9	0	0	0	0
PA2G4	25781	29876	20264	12720
RP11-603J24.17	0	0	0	0
RPL41	34208	40099	28661	19065
ZC3H10	238	258	203	229
ESYT1	13187	12522	17067	16043
RP11-603J24.6	0	1	0	0
RP11-603J24.5	25	19	24	44
RP11-603J24.14	2	0	1	1
MYL6B	3270	3643	3047	2698
MYL6	36404	42141	46257	36685
RP11-977G19.5	221	181	154	134
SMARCC2	5527	4920	5285	7125
RN7SL770P	0	0	0	0
RNF41	2789	2628	2302	2418
NABP2	5607	6045	4296	3341
SLC39A5	16	12	10	11
ANKRD52	8629	7552	8173	8954
COQ10A	392	374	417	442
RP11-977G19.14	4	0	1	3
CS	22806	20559	19814	19384
RP11-977G19.10	2	0	0	0
RP11-977G19.11	44	44	58	62
RP11-977G19.12	30	21	32	21
CNPY2	742	802	708	554
PAN2	2459	2111	1816	2582
IL23A	228	256	205	210
STAT2	2648	2253	3298	3538
RNU7-40P	0	0	0	1
APOF	2	1	0	2
RP11-348M3.2	0	0	0	0
TIMELESS	5265	5009	4920	5491
MIP	8	7	3	7
SPRYD4	936	965	834	571
GLS2	441	376	205	146
RP11-153M3.1	15	12	12	2
RBMS2	2544	2305	2595	2768
RNU6-343P	11	4	5	11
BAZ2A	9542	8375	9730	12473
ATP5B	68204	66887	52132	42476
SNORD59A	21	9	13	14
PTGES3	46240	36982	44295	37809
RN7SL809P	12	8	16	36
NACA	60468	71292	55149	41406
PRIM1	3149	2700	2582	2709
HSD17B6	69	91	58	87
RP11-74M13.4	0	0	0	0
RP11-74M13.3	0	0	0	0
SDR9C7	4	7	2	1
RDH16	111	108	142	248
GPR182	6	5	3	3
RP11-474N8.5	4	2	1	1
HBCBP	3	1	1	1
ZBTB39	1048	920	825	924
TAC3	4	1	2	1
MYO1A	13	10	10	13
TMEM194A	4663	3605	4499	6136
NAB2	3155	3078	2322	1983
STAT6	14864	13363	15990	13887
AC023237.1	0	0	0	0
LRP1	5460	4315	6995	13894
RP11-545N8.3	2	1	1	4
MIR1228	0	0	0	0
NXPH4	236	270	329	321
SHMT2	19777	22059	18480	14722
NDUFA4L2	19	28	32	24
STAC3	109	94	85	79
R3HDM2	1333	1157	1317	1681
RP11-123K3.4	0	0	0	0
RNU6-879P	0	0	0	0
AC126614.1	0	0	2	0
RP11-756H6.1	1	3	4	1
INHBC	4	6	8	7
INHBE	30	14	35	44
GLI1	118	98	105	123
ARHGAP9	4	8	20	17
MARS	12891	12002	12973	11670
RNU6-594P	2	0	1	1
RN7SL312P	4	1	7	0
DDIT3	358	389	385	404
MIR616	11	3	11	21
MBD6	2928	2457	2791	2778
DCTN2	8298	8403	10596	8978
KIF5A	47	18	31	165
PIP4K2C	4336	3918	4906	4443
DTX3	567	554	651	721
ARHGEF25	262	286	181	359
AC025165.8	23	19	11	30
SLC26A10	21	10	5	20
B4GALNT1	1676	1439	2419	2588
RP11-571M6.1	0	0	0	0
OS9	7850	8310	10543	9781
RP11-571M6.7	0	0	0	0
RP11-571M6.8	23	22	40	16
AGAP2	335	293	521	413
AGAP2-AS1	244	239	286	215
TSPAN31	1530	1408	1994	1857
CDK4	11761	11225	8752	6908
MARCH9	1403	1332	1245	816
CYP27B1	2450	2363	5644	3114
METTL1	1835	2000	1460	886
METTL21B	523	452	555	461
RP11-571M6.15	2	2	3	2
AC025165.1	2	1	3	1
TSFM	2322	2447	2087	1551
AVIL	85	61	105	136
RP11-571M6.17	27	28	29	30
RNU6-1083P	0	0	0	0
RP11-571M6.18	6	5	9	5
CTDSP2	8872	7803	10090	12212
MIR26A2	0	4	0	0
RP11-620J15.1	8	2	3	4
RP11-620J15.2	0	0	0	4
RP11-620J15.3	111	132	233	395
XRCC6BP1	681	570	560	469
RP11-58A17.3	0	0	0	1
RN7SKP65	0	0	0	0
RP11-58A17.2	0	0	0	0
RP11-58A17.4	0	0	0	0
RPL21P103	0	0	0	0
RP11-340M11.1	0	0	0	1
RP11-362K2.2	0	0	0	2
RP11-767I20.1	0	0	0	0
LRIG3	1783	1479	1813	2622
RP11-150C16.1	25	25	60	60
RPS6P22	0	1	0	2
RP11-557F20.2	1	1	3	5
RP11-272B17.1	0	0	0	0
RNU6-279P	0	0	0	0
RNU6-871P	0	0	0	0
RP11-272B17.2	0	0	0	0
AC108721.2	0	0	0	0
AC108721.1	0	0	0	0
RNU4-20P	0	0	0	0
SLC16A7	332	238	166	359
RP11-813P10.1	1	1	0	1
RP11-813P10.2	2	1	0	0
AC091517.1	0	0	0	0
RP11-316A16.1	0	0	0	0
RP11-335M9.1	0	0	0	0
RP11-154D9.1	0	0	0	0
RP11-471N19.1	0	0	0	0
RP11-410B16.1	0	0	0	0
FAM19A2	33	37	34	29
RPL21P104	0	0	0	0
KRT8P19	0	0	0	0
RPS3P6	0	0	2	0
RP11-769N19.2	4	0	0	1
KLF17P1	0	0	0	0
USP15	4177	3513	4059	4507
RNU6-595P	4	0	4	9
MON2	2088	1576	2480	3769
RP11-863H1.1	3	3	0	4
RNU6-399P	0	1	0	1
C12orf61	45	27	44	38
RP11-631N16.2	20	9	34	41
MIRLET7I	4	2	3	0
PPM1H	27	31	9	18
RPL32P26	0	0	0	0
GAPDHP44	0	0	0	1
RNU1-83P	0	0	0	0
RPL14P1	961	1074	564	444
RP11-848D3.4	0	0	0	0
LDHAL6CP	0	0	0	0
RP11-848D3.5	0	0	0	0
RSL24D1P5	0	0	0	0
AVPR1A	0	0	0	0
HNRNPA1P69	0	0	0	0
RP11-1022B3.1	0	0	0	0
DPY19L2	68	51	181	636
RP11-415I12.3	10	11	7	3
RP11-972L6.2	0	0	0	2
RP11-415I12.2	0	0	0	0
RP11-415I12.1	0	0	0	0
TMEM5	1681	1504	1322	821
TMEM5-AS1	0	0	0	4
PABPC1P4	183	153	217	212
AC084357.1	0	0	0	0
SRGAP1	1665	1435	2052	2793
RPL36AP41	0	0	0	0
RP11-274J7.2	2	1	2	5
RP11-274J7.3	5	1	4	5
RP11-1029F8.1	1	0	0	1
RP11-196H14.2	3	0	0	1
RP11-196H14.4	1	0	2	5
RP11-196H14.3	1	4	4	4
C12orf66	821	665	726	592
RNU6-1009P	0	0	0	0
RPS11P6	18	14	21	19
RNU5A-7P	0	0	0	0
RP11-290I21.2	0	0	0	0
C12orf56	1	1	0	0
RP11-114F3.2	2	0	1	0
XPOT	14078	11274	11777	14648
RP11-114F3.5	25	7	22	61
TBK1	2607	2237	2780	3437
RP11-439H13.2	2	0	1	0
SNORD83	0	0	0	0
RP11-338E21.1	0	0	2	0
RASSF3	2262	1853	2204	2391
MIR548C	0	0	0	0
RP11-338E21.2	2	0	0	0
RP11-338E21.3	0	0	1	0
AC025262.1	0	0	0	0
GNS	5699	4953	7326	10439
RP11-629N8.3	0	1	2	1
TBC1D30	698	657	60	63
RP11-766N7.1	4	0	0	1
RP11-766N7.3	0	0	0	0
RP11-766N7.4	0	0	0	0
RNU6ATAC42P	0	0	0	0
RP11-168J19.2	0	0	0	0
WIF1	0	0	0	0
RNU6-166P	0	0	0	0
APOOP3	0	0	0	0
LEMD3	1769	1271	2182	3347
MSRB3	903	751	1533	2897
RP11-305O6.3	0	0	4	13
KRT18P60	0	0	0	1
RP11-230G5.2	66	49	86	117
RP11-221N13.2	2	3	8	6
RP11-221N13.3	336	346	364	342
RP11-221N13.4	9	11	19	12
PCNPP3	22	19	15	18
RPSAP52	461	458	760	678
HMGA2	12599	9309	21503	22500
RP11-366L20.2	234	178	379	695
AC090673.1	0	0	0	0
AC090673.2	27	17	29	51
RP11-366L20.3	59	55	107	214
RP11-366L20.4	0	0	0	0
RP11-118B13.1	0	0	0	0
RNA5SP362	0	0	0	0
LLPH	1798	2067	2053	1345
TMBIM4	1711	1611	2496	2447
RP11-745O10.2	51	31	35	35
IRAK3	6	6	29	116
RBMS1P1	1	3	7	8
AC078889.1	0	0	0	0
RP11-335I12.2	0	0	0	0
PDCL3P7	0	2	0	0
RN7SKP166	0	0	0	0
HELB	251	186	230	281
GRIP1	346	305	434	479
OSBPL9P5	0	0	0	0
OSBPL9P4	0	0	0	0
RP11-123O10.4	3	8	6	6
RP11-123O10.3	7	9	7	4
RAB11AP2	1	0	0	0
GGTA2P	5	6	3	3
CAND1	13009	10316	12730	15204
MRPL40P1	11	11	12	11
NTAN1P3	0	0	0	0
RP11-473M14.3	0	0	0	0
RP11-542B15.1	0	0	0	0
RP11-335O4.1	0	0	0	0
DYRK2	2291	1749	1632	1927
RP11-335O4.3	3	2	4	5
RP11-43N5.1	2	0	2	6
GS1-410F4.4	2	4	1	2
GS1-410F4.5	0	0	0	0
IFNG-AS1	0	0	0	0
RPL39P28	0	0	0	0
HNRNPA1P70	0	0	0	0
RP11-444B24.2	0	0	0	0
IFNG	0	0	0	0
IL26	0	0	0	0
IL22	0	0	0	0
MDM1	830	688	774	1005
RP11-81H14.2	2	1	3	4
RP11-71J4.2	0	0	0	0
RP11-81H14.3	0	0	0	0
RP11-81H14.4	0	0	0	0
RP11-254B13.1	218	347	371	214
RAP1B	5345	3864	6047	7759
RP11-254B13.4	1	0	0	3
SNORA70G	0	2	0	0
RP11-254B13.3	8	4	12	34
RP11-637A17.2	10	15	10	11
RP11-637A17.1	0	2	0	0
NUP107	8049	7015	7297	7291
KRT8P39	15	11	8	25
SLC35E3	1180	1084	1532	1844
AC124890.1	7	2	7	4
RP11-611O2.2	0	0	1	1
MDM2	3399	2585	2839	4773
RP11-611O2.1	3	1	2	12
RP11-611O2.5	0	0	0	0
RP11-611O2.3	0	0	0	0
CPM	419	386	790	963
RNU7-4P	0	0	0	0
RP11-611O2.6	0	0	0	0
AC133749.1	0	0	0	0
PRELID2P1	1	0	2	0
AC139931.1	0	0	0	0
RP11-324P9.1	0	0	0	0
CPSF6	7967	6794	7137	8233
RP11-1143G9.2	1	3	1	6
LYZ	0	1	0	1
RP11-1143G9.4	0	0	0	0
YEATS4	2827	2260	2545	2678
RN7SL804P	0	0	0	0
RP11-159A18.1	1	1	4	1
RP11-956E11.1	6	3	4	3
FRS2	1100	788	1270	2399
MIR3913-2	0	0	0	0
CCT2	29351	28798	25036	19871
LRRC10	0	0	0	1
BEST3	58	46	43	29
RP11-588G21.2	0	4	1	2
RAB3IP	2650	2358	2114	1769
AC025263.3	0	0	0	0
MYRFL	3	1	2	1
RP11-611E13.2	94	118	119	84
RP11-611E13.3	1	1	1	1
RP11-320P7.2	0	0	0	0
RP11-320P7.1	4	2	4	7
CNOT2	4205	3624	4552	5250
KCNMB4	343	366	276	196
RNU4-65P	0	0	0	0
RP11-588H23.5	0	0	0	0
RP11-588H23.3	4	2	5	3
PTPRB	475	377	370	513
