	A567T09	A567T10	A567T13	A567T14
RNU6-206P	0	0	0	0
C7orf55	108	111	131	117
C7orf55-LUC7L2	2942	3297	1755	1565
LUC7L2	1	0	0	0
RP11-634H22.1	33	30	61	59
RNU6-911P	0	0	0	0
KLRG2	5	3	2	2
RP4-701O16.5	0	0	0	0
CLEC2L	0	0	0	1
ERHP1	0	0	0	1
HIPK2	33646	27446	11810	9210
TBXAS1	1334	1186	1030	958
PARP12	1826	2074	1658	1444
JHDM1D	1470	942	222	185
JHDM1D-AS1	96	94	88	51
RNU6-797P	0	0	0	0
RNU1-58P	0	0	0	0
RP5-1136G2.1	0	0	0	0
PPP1R2P6	2	0	1	0
SLC37A3	1932	1750	1190	986
RNA5SP247	1	1	0	0
RNA5SP248	1	0	0	0
RAB19	5	2	2	0
RP11-723C11.2	0	0	0	0
MKRN1	6683	6666	5076	4345
DENND2A	163	180	625	587
AC006452.1	0	0	0	0
RN7SL771P	0	0	1	0
ADCK2	819	854	1262	1270
NDUFB2	2502	3217	4129	4198
NDUFB2-AS1	19	10	15	24
BRAF	2552	2502	1494	1165
RP4-813F11.3	0	0	0	0
CCT4P1	0	0	0	0
RP4-813F11.4	18	16	18	14
MRPS33	1970	2395	2457	2563
RNU4-74P	0	0	0	0
TMEM178B	43	32	26	19
RP5-1173P7.1	0	0	0	0
RP5-914M6.1	0	0	1	0
RP5-842K16.1	0	0	0	0
RP5-842K16.2	0	0	0	0
RP11-744I24.3	1	0	0	0
RP11-744I24.2	1	1	1	0
AGK	2619	2916	2198	1693
RP5-894A10.2	85	102	83	43
KIAA1147	4649	4692	2030	1709
RP5-894A10.6	202	210	67	64
WEE2-AS1	21	23	17	9
WEE2	5	4	0	1
RNU1-82P	0	0	0	0
SSBP1	7724	9454	9014	8261
TAS2R3	2	4	1	0
TAS2R4	7	20	6	2
TAS2R6	6	11	2	1
TAS2R5	21	30	5	1
RP5-1154E9.7	0	0	0	0
MTND2P5	1	0	0	0
MTND1P3	0	0	0	0
MYL6P4	0	0	0	0
PRSS37	0	3	0	0
AC073647.1	0	0	0	0
OR9A3P	0	1	0	0
OR9A1P	0	0	0	0
MGAM	51	87	7	7
OR9N1P	0	0	0	0
OR9A4	0	1	0	0
CLEC5A	1	0	2	0
TAS2R38	0	0	0	0
RP11-1220K2.2	1	2	0	0
MOXD2P	0	0	0	0
PRSS58	0	0	0	1
U66059.29	0	0	0	0
U66059.58	0	0	0	0
PRSS3P3	0	0	0	0
TRBV1	0	0	0	0
TRBV2	0	0	0	0
TRBV3-1	0	0	0	0
TRBV4-1	0	0	0	0
TRBV5-1	0	0	0	0
TRBV6-1	0	0	0	0
TRBV7-1	0	0	0	0
TRBV4-2	0	0	0	0
TRBV7-8	0	0	0	0
TRBV6-9	0	0	0	0
TRBV5-7	0	0	0	0
TRBV7-7	0	0	0	0
TRBV6-8	0	0	0	0
TRBV5-6	0	0	0	0
TRBV7-6	0	1	0	0
TRBV6-7	0	0	0	0
TRBV5-5	0	0	0	0
TRBV7-5	0	0	0	0
TRBV6-6	0	0	1	0
TRBV5-4	1	0	0	0
TRBV7-4	0	0	0	1
TRBV6-5	0	0	0	0
TRBV12-2	0	0	0	0
TRBV11-2	1	0	0	0
TRBV10-2	0	0	0	0
TRBV12-1	0	0	0	0
TRBV11-1	0	0	0	0
TRBV10-1	0	0	0	0
TRBV9	0	0	0	1
TRBV5-3	0	0	0	0
TRBV8-2	14	9	4	11
TRBV7-3	15	27	19	15
TRBV6-4	0	0	0	0
TRBV5-2	0	0	0	0
TRBV8-1	0	0	0	0
TRBV19	0	0	0	0
TRBV20-1	0	0	0	0
TRBV21-1	0	0	0	0
TRBV22-1	0	0	0	0
TRBV23-1	0	0	0	0
TRBV24-1	0	0	0	0
MTRNR2L6	0	0	0	0
TRBV25-1	0	0	0	0
TRBVA	0	0	0	0
TRBV26	0	0	0	0
TRBVB	0	0	0	0
TRBV27	0	0	0	0
TRBV28	0	0	0	0
PGBD4P1	0	0	0	0
TRBV29-1	0	0	0	0
PRSS1	0	0	0	0
PRSS3P1	0	0	0	0
PRSS3P2	0	0	0	0
WBP1LP1	0	0	0	0
TRBJ2-1	0	0	0	0
TRBJ2-2	0	0	0	0
TRBJ2-2P	1	2	1	1
TRBJ2-3	2	7	12	10
TRBJ2-4	0	0	0	5
TRBJ2-5	0	0	0	4
TRBJ2-6	0	1	1	0
TRBJ2-7	3	0	1	1
TRBC2	28	90	260	260
TRBV30	1	0	1	2
EPHB6	429	457	947	782
TRPV6	10	3	5	5
RP11-114L10.2	0	0	0	0
TRPV5	0	0	1	0
C7orf34	0	0	1	0
KEL	23	6	16	13
OR9A2	0	0	0	0
OR9P1P	0	0	0	0
OR6V1	0	0	0	0
OR6W1P	0	0	0	0
PIP	0	0	0	0
TAS2R39	0	0	0	0
TAS2R40	0	0	1	0
AC073342.1	0	0	0	0
GSTK1	4469	4863	6058	5911
AC073342.12	3	2	11	7
TMEM139	69	61	136	125
CASP2	3104	4132	3044	2611
RN7SL535P	28	12	8	4
RN7SL481P	36	27	3	13
HINT1P1	0	0	1	1
CLCN1	26	6	10	14
FAM131B	259	143	177	162
RP11-563K23.1	1	3	0	0
AC093673.5	476	583	588	619
ZYX	15114	16692	17429	16616
EPHA1	321	144	114	97
EPHA1-AS1	23	14	4	3
TAS2R62P	0	0	0	0
TAS2R60	1	0	0	0
TAS2R41	0	0	0	0
OR2R1P	0	0	0	0
OR10AC1P	0	4	0	0
AC073264.10	0	0	0	0
PAICSP5	0	0	0	0
CTAGE15	16	13	10	11
RNU6-162P	0	0	0	0
AC073264.6	0	0	0	0
FAM115B	261	207	73	49
FAM115C	343	574	522	412
FAM115D	6	8	5	5
RP11-61L23.2	59	58	49	60
RNU6-267P	0	0	0	0
CTAGE6	2	8	3	4
PAICSP6	0	0	0	0
RP11-307I2.1	0	0	0	0
FAM115A	3809	3366	2315	1734
OR2F2	0	0	0	0
RP4-669B10.3	0	1	0	0
OR2F1	0	0	0	0
RP4-669B10.6	0	0	0	0
OR2Q1P	0	0	0	0
SLC16A1P1	0	0	0	0
OR6B1	0	0	0	0
OR2A5	0	0	0	0
OR2A25	0	0	0	0
OR2A41P	0	0	0	0
OR2A12	0	0	0	0
OR2A2	0	0	0	0
OR2A15P	0	0	0	0
OR2A14	0	1	0	1
OR2A13P	1	4	1	0
OR2A3P	0	0	0	0
OR2AO1P	0	0	0	0
AC004889.1	0	0	0	0
CTAGE4	0	0	0	0
ARHGEF35	180	165	151	117
RP4-545C24.1	82	94	55	32
OR2A42	12	4	0	0
OR2A20P	60	55	75	97
OR2A1-AS1	200	244	134	111
OR2A7	23	23	12	8
CTAGE8	35	26	6	16
ARHGEF34P	134	108	104	75
OR2A9P	8	9	4	9
OR2A1	13	6	5	3
ARHGEF5	569	481	545	465
NOBOX	0	0	0	0
RP4-545C24.5	0	0	0	0
RNU6ATAC40P	0	0	0	0
TPK1	156	152	114	94
EEF1A1P10	0	1	1	0
RN7SKP174	0	0	0	0
EI24P4	0	0	0	0
AC073310.4	0	0	0	0
AC073331.2	0	0	0	0
AC004911.2	0	0	0	0
AC073055.2	0	0	0	0
AC006007.1	0	1	0	0
RN7SL207P	0	0	0	0
CNTNAP2	926	712	68	63
AC084872.1	0	0	0	0
AC006004.1	0	0	0	0
DUTP3	0	0	0	0
RANP2	0	0	0	0
MIR548F4	0	0	0	0
AC005518.2	0	0	0	0
RP4-777G9.1	0	0	0	0
RNU6-1184P	0	0	0	0
RNA5SP249	0	0	0	0
RN7SL456P	0	0	0	0
RN7SL72P	0	0	0	0
AC005229.5	0	0	0	0
C7orf33	0	0	0	0
AC005229.7	0	0	0	0
RP5-1136G13.1	0	0	0	0
RP5-1136G13.2	192	167	219	218
CUL1	7505	9695	8767	7505
AC005229.1	77	63	57	30
EZH2	4917	7528	5059	4144
RNU7-20P	9	16	4	0
RN7SL569P	2	2	2	2
RNY5	8	1	1	1
RNY4	0	0	0	0
RNY3	0	0	0	0
RNY1	4	0	0	0
PDIA4	28959	31116	38210	32929
RNU6-650P	0	0	0	0
COX6B1P1	0	0	1	0
ZNF786	251	395	423	379
ZNF425	66	95	79	65
RN7SL521P	5	9	16	12
ZNF398	1270	1489	1233	1073
RP4-800G7.1	2	5	6	5
ZNF282	1926	2037	2358	2300
ZNF212	1059	1118	1120	995
ZNF783	997	1067	733	587
RP4-800G7.3	41	35	17	16
RP4-800G7.2	719	911	412	358
AC004941.5	0	0	0	0
NPM1P12	0	0	0	0
AC004941.3	1	2	2	0
RP11-143I21.1	4	2	1	5
ZNF777	1118	1085	1281	1165
ZNF746	1140	1274	1200	1013
ZNF767	700	1505	1224	1133
KRBA1	958	925	1006	993
ZNF467	164	135	98	101
SSPO	67	43	36	33
ZNF862	567	434	328	277
RP4-751H13.7	4	4	4	3
ATP6V0E2-AS1	33	63	104	99
ATP6V0E2	417	583	1142	1169
RP11-445N20.3	0	0	0	0
RP11-728K20.3	0	0	0	0
RP11-728K20.1	0	0	0	0
RP11-728K20.2	0	0	0	0
RP11-545G3.1	1	0	0	0
ACTR3C	9	7	1	2
LRRC61	7	4	0	0
ZBED6CL	4	4	2	2
RARRES2	23	27	33	30
RP4-584D14.7	0	4	1	0
RP4-584D14.5	57	119	93	64
REPIN1	3722	5075	4219	3900
ZNF775	549	705	643	705
RP4-584D14.6	15	25	14	19
LINC00996	3	3	3	3
GIMAP8	0	0	0	0
RP11-511P7.4	0	0	0	0
STRADBP1	0	0	0	1
GIMAP7	0	0	0	0
ALDH7A1P3	0	0	0	0
GIMAP4	1	0	0	0
RP11-632K21.7	0	0	0	0
RP11-632K21.3	0	0	0	0
GIMAP6	0	0	0	0
RP11-632K21.6	0	0	0	0
GIMAP2	39	36	19	13
GIMAP1	0	1	0	0
GIMAP5	0	0	0	0
RP5-1051J4.6	0	0	0	0
RP5-1051J4.4	0	0	0	0
TMEM176B	0	0	0	0
TMEM176A	1	0	0	0
AOC1	2	0	0	0
KCNH2	0	3	1	1
NOS3	57	51	100	91
ATG9B	21	17	18	16
ABCB8	2661	3287	3748	3626
RP11-148K1.10	18	37	9	8
ASIC3	93	89	38	38
CDK5	1492	1861	1918	1809
SLC4A2	5446	8370	8244	6959
RP11-148K1.12	49	87	63	73
FASTK	3425	4475	5209	5309
TMUB1	1761	2489	2685	3030
AGAP3	3646	4477	4653	4601
GBX1	2	0	3	0
ASB10	0	0	0	0
IQCA1P1	1	0	0	0
ABCF2	5491	7931	6904	6114
CHPF2	4862	5207	5925	5304
MIR671	0	0	0	0
SMARCD3	1051	1222	1306	1177
RP4-548D19.3	0	0	0	0
RP5-1070G24.2	0	2	1	0
NUB1	4797	4595	3784	3066
WDR86	52	74	33	27
WDR86-AS1	31	20	38	39
RP4-555L14.4	6	7	5	10
CRYGN	31	27	31	30
MIR3907	0	0	1	1
RN7SL76P	4	0	1	3
RHEB	10242	12753	9026	7856
ETF1P2	42	13	4	4
PRKAG2	3392	3965	2530	2132
RP13-452N2.1	1	1	1	2
PRKAG2-AS1	11	13	13	11
RNU6-604P	0	0	0	0
RP11-796I2.1	0	0	0	0
GALNTL5	0	0	0	0
GALNT11	2156	2246	1874	1479
RP5-981O7.2	17	18	7	12
YBX1P4	2	2	3	3
KMT2C	4499	4884	2259	1805
RP11-208G20.3	0	0	0	0
RP11-208G20.2	0	0	0	0
SEPT7P6	2	0	0	0
FABP5P3	2	0	2	2
AC005631.1	0	0	1	0
CCT8L1P	0	0	0	2
LINC01003	72	87	75	73
AC104843.4	0	0	0	0
RNA5SP250	0	0	0	0
AC104843.3	0	1	0	0
XRCC2	2132	3554	1741	1370
RN7SL811P	0	0	0	0
ATP5F1P3	0	0	0	0
RN7SL845P	0	1	0	0
ACTR3B	340	459	385	327
AF104455.1	0	0	0	0
AC079809.2	0	0	0	0
AC073236.3	5	7	2	4
AC091652.2	0	0	0	0
DPP6	2	0	0	0
AC005588.2	0	0	0	0
RP5-1048B16.1	0	0	0	0
AC006019.3	0	0	0	0
AC006019.4	0	0	0	0
RP11-476H24.1	0	0	0	0
PAXIP1-AS2	367	528	322	240
PAXIP1	1876	2350	1532	1115
RP11-5C23.1	82	132	103	84
RP11-5C23.2	28	29	18	15
PAXIP1-AS1	280	371	351	347
HTR5A-AS1	0	0	0	0
HTR5A	0	0	0	0
AC092628.3	0	0	0	0
RN7SKP280	0	0	0	0
AC099552.4	54	79	12	12
AC099552.3	0	0	0	0
AC099552.2	0	0	0	0
AC144652.1	276	241	186	189
INSIG1	4741	3475	2261	1932
BLACE	0	0	1	0
AC008060.7	0	0	0	0
RP5-912I13.1	0	0	0	0
AC008060.8	0	0	0	0
EN2	0	0	0	0
CNPY1	0	0	0	0
AC008060.5	0	0	0	0
AC009403.2	184	313	331	298
RBM33	6214	6432	4123	3385
SHH	2	0	2	2
AC104133.1	0	0	0	0
AC021218.2	9	14	17	8
RP11-362B23.1	0	0	0	0
AC073133.2	0	0	0	0
AC073133.1	1	0	0	0
LINC01006	12	10	14	8
AC005534.6	1	2	1	1
C7orf13	132	201	189	154
RNF32	172	187	100	88
AC005534.8	7	8	15	7
LMBR1	3981	4902	2626	1937
RNU4-31P	0	0	0	0
RP5-1121A15.3	0	0	0	0
NOM1	3686	4761	2731	2434
MNX1	15	13	42	43
MNX1-AS2	2	1	1	1
MNX1-AS1	1	4	20	9
RP4-639J15.1	0	0	0	0
RP4-639J15.2	0	0	0	0
AC006967.1	0	0	0	1
UBE3C	10191	12501	8483	6527
RP4-814D15.2	15	10	0	0
RP4-814D15.1	10	4	1	0
RP5-1142J19.2	13	20	7	3
RP5-1142J19.1	0	0	0	2
RN7SL142P	0	0	0	0
DNAJB6	9784	10938	7087	5836
AC006372.4	1	0	0	1
AC006372.5	0	0	0	0
AC006372.6	0	0	0	0
AC006372.1	0	2	0	0
PTPRN2	43	63	11	5
MIR153-2	0	0	0	0
AC005481.5	0	0	0	0
AC006003.3	0	0	0	0
AC011899.9	0	0	0	0
RP11-452C13.1	0	0	0	0
AC011899.10	0	0	0	0
MIR595	0	0	0	0
AC078942.1	0	0	0	0
LINC01022	0	0	0	0
MIR5707	0	0	0	0
THAP5P1	9	15	6	6
NCAPG2	13230	16314	9830	7430
AC019084.7	0	0	0	0
ESYT2	9847	9804	6777	5566
WDR60	2499	2750	2264	1845
LINC00689	22	19	2	5
VIPR2	1	2	0	1
PIP5K1P2	0	0	0	0
AC144568.4	1	0	0	4
AC144568.2	0	0	0	0
RP11-585F1.8	0	0	0	0
WBP1LP3	0	0	0	0
OR4F21	0	0	0	0
RP11-585F1.10	0	0	0	0
RP11-585F1.2	0	0	0	0
RP11-585F1.6	1	1	2	1
RPL23AP53	55	80	31	27
ZNF596	126	128	82	82
RP5-855D21.3	29	37	40	27
RP5-855D21.1	29	34	16	17
RP5-855D21.2	9	12	6	2
RP11-63E5.1	0	1	0	0
RP11-63E5.6	23	34	25	29
FAM87A	4	2	0	2
FBXO25	454	541	314	238
RP11-91J19.3	15	35	59	66
RP11-91J19.4	155	132	32	31
TDRP	722	769	340	288
ERICH1	970	1031	840	765
RP11-43A14.1	9	6	7	4
ERICH1-AS1	0	0	0	0
CTD-2281E23.2	0	0	0	0
CTD-2281E23.3	0	0	0	0
CTD-2281E23.1	0	0	0	0
AF067845.1	0	0	0	0
DLGAP2	2	4	1	0
RP11-666I19.2	0	0	0	0
CTD-2336O2.2	0	0	0	0
CLN8	455	634	638	529
CTD-2336O2.1	295	353	352	377
MIR596	0	1	0	0
ARHGEF10	3250	3403	1794	1505
KBTBD11-OT1	1	1	1	1
RP11-439C15.4	0	0	1	0
KBTBD11	164	219	132	91
RP11-439C15.5	1	0	0	0
RP11-1049H7.2	0	0	0	0
MYOM2	60	77	44	27
AC133633.2	0	0	0	0
AC133633.1	0	0	0	0
RP11-378A12.1	0	0	0	0
RP11-134O21.1	0	0	0	0
GS1-57L11.1	0	0	0	0
CSMD1	0	0	0	0
RP11-279L11.1	0	0	0	0
RNA5SP251	0	0	0	0
RN7SL872P	0	0	0	0
PAICSP4	22	38	14	27
RP11-221H10.1	0	0	0	0
RN7SL318P	0	0	0	0
RP11-745K9.2	0	0	0	0
RPL23AP54	0	0	0	0
RP5-991O23.1	0	0	0	0
RP11-281H11.1	0	0	0	0
RP11-728L1.1	0	0	0	0
RN7SKP159	0	0	0	0
RP11-158A14.1	0	0	0	0
RP11-124B13.1	0	0	0	0
RP11-115C21.2	299	295	240	232
MCPH1	1069	1080	598	488
RP11-115C21.4	0	1	0	0
ANGPT2	18	9	5	6
CTD-2541M15.3	24	17	20	15
CTD-2541M15.1	107	82	62	45
CTD-2541M15.4	45	36	22	25
AGPAT5	2628	3499	1772	1419
MIR4659B	3	3	1	0
XKR5	95	62	8	16
GS1-24F4.2	8	23	3	2
DEFB1	2	1	3	3
GS1-24F4.1	0	0	0	0
DEFA6	0	0	0	0
GS1-24F4.3	0	0	0	0
DEFA4	0	0	0	0
DEFA8P	0	0	0	0
DEFA9P	0	0	0	0
DEFA10P	0	0	0	0
DEFA1	0	0	0	0
DEFT1P	0	0	0	0
DEFA1B	0	0	0	0
DEFT1P2	0	0	0	0
DEFA3	0	0	0	0
DEFA11P	0	0	0	0
DEFA7P	0	0	0	0
DEFA5	0	0	0	0
AF238378.7	0	0	0	0
AF228730.8	0	0	0	0
AF228730.1	0	0	0	0
RPS3AP30	0	0	0	0
AF228730.12	0	1	0	0
AF228730.7	0	0	0	0
RPS3AP33	0	0	0	0
AF228730.2	0	0	0	0
AF228730.5	0	0	0	0
AF228730.13	0	0	0	0
OR7E125P	0	0	0	0
FAM90A15P	0	0	0	0
FAM90A3P	0	0	0	0
FAM90A4P	0	0	0	0
FAM90A13P	0	0	0	0
FAM90A5P	0	0	0	0
FAM90A20P	0	0	0	0
FAM66B	24	28	9	11
DEFB109P1B	0	1	0	0
USP17L1P	0	0	1	0
USP17L4	0	0	0	0
AC130360.8	0	1	0	0
ZNF705G	0	0	0	0
DEFB108P2	0	0	0	0
DEFB4B	0	0	0	0
HSPD1P3	0	0	0	0
DEFB103B	0	0	0	0
SPAG11B	0	0	0	0
AC130360.1	0	0	0	0
DEFB104B	0	0	0	0
DEFB106B	0	0	0	0
DEFB105B	0	0	0	0
DEFB107B	0	0	0	0
RP11-1118M6.1	0	0	0	0
FAM90A6P	0	0	0	0
FAM90A7P	0	0	0	0
FAM90A21P	0	0	0	0
FAM90A22P	0	0	0	0
FAM90A23P	0	0	0	0
OR7E157P	0	0	0	0
RP11-1118M6.2	0	0	0	0
AC084121.14	0	0	0	0
OR7E154P	0	0	0	0
FAM90A14P	0	0	0	0
FAM90A18P	0	0	0	0
FAM90A16P	0	0	0	0
FAM90A8P	0	0	0	0
FAM90A17P	0	0	0	0
FAM90A19P	0	0	0	0
FAM90A9P	0	0	0	0
FAM90A10P	0	0	0	0
AC084121.16	0	0	0	0
AC084121.17	0	0	0	0
DEFB107A	0	0	0	0
DEFB105A	0	0	0	0
DEFB106A	0	0	0	0
DEFB104A	0	0	0	0
SPAG11A	1	0	1	0
AC130365.1	0	0	0	0
DEFB103A	0	0	0	0
HSPD1P2	0	0	0	0
DEFB4A	0	2	0	0
ZNF705B	0	0	0	0
DEFB108P1	0	0	0	0
FAM66E	1	0	1	0
RP11-1195F20.7	0	0	0	0
USP17L8	0	0	0	0
USP17L3	0	0	0	0
DEFB109	0	0	0	0
FAM90A11P	0	1	0	0
FAM90A24P	0	0	0	0
FAM90A12P	0	0	0	0
OR7E96P	0	0	0	0
RP11-52B19.8	0	0	0	0
RP11-52B19.10	0	0	0	0
MIR548I3	0	0	0	0
RP11-52B19.1	0	0	0	0
RP11-52B19.7	0	0	0	0
AC068020.1	3	7	0	2
ENPP7P1	1	1	0	0
FAM85B	5	5	5	3
LRLE1	0	0	0	0
FAM86B3P	324	293	199	177
ALG1L13P	66	50	30	24
SGK223	543	514	799	652
CTA-398F10.1	0	0	0	0
CTA-398F10.2	0	0	0	0
CTD-3023L14.3	0	2	0	0
CTD-3023L14.1	0	1	0	2
CTD-3023L14.2	2	6	1	5
RN7SL178P	0	0	0	0
AC087269.2	0	0	0	0
CLDN23	13	32	20	17
AC087269.1	0	0	0	0
RP11-211C9.1	0	0	0	0
MFHAS1	1282	1673	1019	845
RNU6-682P	0	0	0	0
RP11-62H7.3	1	1	0	0
RP11-62H7.2	0	0	1	0
ERI1	1388	1761	989	724
MIR4660	0	0	0	0
RNU7-55P	0	0	0	0
PPP1R3B	1161	1103	575	453
RP11-10A14.3	4	4	2	2
RP11-10A14.4	18	18	7	4
RP11-10A14.6	0	0	0	0
RP11-10A14.5	10	8	3	3
RP11-10A14.8	0	0	0	0
RP11-115J16.1	0	0	0	0
RP11-10A14.7	0	0	0	0
RNU6-1151P	0	0	0	0
RP11-115J16.3	0	0	0	0
RNU6-526P	0	0	0	0
RP11-115J16.2	0	0	0	0
RP11-375N15.1	0	0	0	0
RP11-375N15.2	10	3	3	3
TNKS	3040	2744	1385	1151
RP11-1081K18.1	0	0	0	0
MIR597	0	0	0	0
LINC00599	0	0	0	0
RP11-1E4.1	0	0	0	0
MSRA	92	127	151	136
AC023385.1	0	0	0	0
RP11-212F11.1	0	0	0	0
RP11-981G7.1	0	1	0	1
RP11-981G7.2	2	1	2	0
RNU6-729P	0	0	0	0
RP11-981G7.3	0	0	0	0
PRSS51	0	0	0	1
RP11-981G7.6	2	2	1	1
PRSS55	0	0	0	0
RP1L1	58	40	39	21
MIR4286	0	0	0	1
C8orf74	2	0	1	0
RNA5SP252	0	0	0	0
SOX7	576	470	322	269
CTD-2135J3.3	16	27	13	0
PINX1	245	303	368	362
RP11-177H2.2	3	3	0	1
XKR6	106	134	76	63
MIR598	0	2	0	0
AF131215.6	1	0	1	3
AF131215.9	75	106	94	126
AF131215.2	141	222	105	64
AF131215.3	13	20	0	3
AF131215.5	13	9	4	2
AF131215.4	2	2	1	0
AF131215.1	0	0	0	0
AF131215.8	7	11	6	9
LINC00529	0	0	0	0
RPL19P13	0	0	0	0
CTC-493P15.2	0	0	0	0
MTMR9	957	1177	560	430
AF131216.6	70	50	6	3
SLC35G5	0	1	0	2
TDH	6	3	3	1
AF131216.5	3	3	5	0
C8orf12	2	2	0	0
RN7SL293P	0	0	0	0
RNU6-1084P	0	0	0	0
FAM167A	1837	2776	1410	1135
BLK	37	46	11	3
RP11-148O21.6	18	19	4	4
RP11-148O21.3	21	29	4	4
RP11-148O21.4	17	28	4	0
RP11-148O21.2	13	15	1	2
LINC00208	0	0	0	0
GATA4	0	0	0	1
C8orf49	0	0	0	0
NEIL2	471	633	633	569
SUB1P1	0	3	2	2
FDFT1	3894	3865	3687	3049
RP11-297N6.4	10	14	3	2
CTSB	26103	23264	25413	24116
RP11-589N15.2	9	9	6	4
RP11-589N15.1	0	0	0	0
OR7E158P	0	0	0	0
OR7E161P	0	0	0	0
DEFB136	0	0	2	0
DEFB135	0	0	0	0
DEFB134	2	0	0	2
RP11-481A20.4	0	0	0	0
RP11-481A20.10	1	1	0	1
RP11-481A20.11	5	3	10	7
RP11-481A20.8	0	0	0	0
OR7E160P	0	0	0	0
RP11-1236K1.11	0	0	0	0
DEFB130	0	0	0	0
RNA5SP253	0	0	0	0
DEFB108P3	0	0	0	0
ZNF705D	0	0	1	1
FAM66D	14	8	7	5
RP11-1236K1.8	2	0	0	0
USP17L7	1	1	0	0
USP17L2	1	1	1	0
DEFB109P3	4	3	1	1
FAM90A2P	3	3	0	1
ALG1L11P	0	0	1	0
AC145124.1	1	0	0	0
FAM86B1	96	95	81	67
FAM85A	36	39	13	12
ENPP7P12	5	3	3	0
ABC12-47043100G14.2	1	0	0	1
RNA5SP254	0	0	0	0
DEFB108P4	0	0	0	0
ZNF705C	0	0	0	0
FAM66A	4	5	2	1
RP11-351I21.7	0	0	0	0
RP11-351I21.6	0	2	0	0
DEFB109P1	0	0	0	0
RP11-351I21.11	0	1	1	0
FAM90A25P	10	0	1	4
ALG1L12P	10	5	4	6
AC087203.1	0	0	0	0
FAM86B2	9	6	7	2
ENPP7P6	2	1	0	0
RP11-419I17.1	11	4	20	9
AC130352.1	0	0	0	0
RPS3AP34	3	3	1	3
AC068587.2	4	2	0	0
RP11-303G3.6	5	4	3	0
RPS3AP35	0	0	0	0
AC068587.1	0	0	0	0
RP11-303G3.9	0	2	1	0
RP11-303G3.10	0	0	0	0
OR7E8P	0	0	0	0
OR7E15P	0	0	0	0
OR7E10P	0	0	0	0
MIR5692A2	0	0	0	0
LONRF1	252	254	161	132
MIR3926-2	0	0	0	0
RP11-252C15.1	0	0	0	0
LINC00681	0	0	0	0
AC090133.1	0	0	0	0
KIAA1456	17	29	5	2
RP11-369K16.1	18	25	7	9
RNU6-842P	0	0	0	0
DLC1	8212	6540	2445	2111
RP11-10C8.2	0	0	0	0
MTND4P7	0	0	0	0
RNA5SP255	0	0	0	0
RP11-145O15.3	0	0	0	0
C8orf48	122	169	128	109
RP11-145O15.2	0	0	0	0
RP11-436P7.1	0	0	0	0
RP11-436P7.2	0	0	0	0
RP11-480O10.1	0	0	0	0
RP11-480O10.2	0	0	0	0
RP11-510I21.1	0	0	0	0
SGCZ	0	0	0	0
RP11-3G21.1	0	0	0	0
RP11-138H14.1	0	0	0	0
RNU7-153P	0	0	0	0
RNU6-397P	0	0	0	0
AC021760.1	0	0	0	0
RP11-776K3.1	0	0	0	0
MIR383	0	0	0	0
CTD-2023J5.1	0	0	0	0
RP11-782K4.1	0	0	0	0
TUSC3	2876	3687	2821	2215
AC091559.1	0	0	0	0
RP11-235P11.1	0	1	0	0
PPM1AP1	1	0	0	0
RP11-77B22.1	0	0	0	0
RP11-77B22.2	0	0	0	0
MSR1	0	0	0	0
RP11-447G11.1	0	0	0	0
MRPL49P2	0	0	0	0
RP11-13N12.2	0	0	0	0
RP11-13N12.1	0	0	0	0
RN7SL474P	0	0	0	0
FGF20	0	0	0	0
MICU3	4	3	1	1
RP11-468H14.2	0	1	0	0
RP11-468H14.1	0	0	0	0
ZDHHC2	807	1006	558	465
RP11-242F4.2	24	26	17	16
CNOT7	4265	5455	3108	2480
VPS37A	1291	1603	999	797
MTMR7	98	95	43	25
ADAM24P	3	0	0	0
SLC7A2	6053	6350	1258	1038
PDGFRL	422	434	389	356
MTUS1	1089	1136	638	467
MIR548V	1	2	0	0
RP11-326L2.1	3	2	3	2
RNA5SP256	0	0	0	0
RP11-156K13.1	0	0	0	0
RP11-806O11.1	0	0	1	2
FGL1	0	0	0	0
RP11-156K13.2	0	0	0	0
RP11-156K13.3	0	0	0	0
PCM1	4682	5459	4401	3932
ASAH1	2328	2470	1582	1296
CTD-2547L16.1	32	36	24	17
CTD-2547L16.3	1	3	1	0
NAT1	217	277	180	139
CTD-2547L16.2	0	0	0	0
NATP	0	0	0	0
RP11-685B14.1	0	0	0	0
RP11-685B14.3	0	0	0	0
NAT2	0	2	0	0
PSD3	3085	2427	837	671
RP11-161I2.1	0	3	2	2
RPL35P6	5	2	0	1
AC090420.1	6	4	1	2
RP11-420B22.1	5	5	3	1
RP11-420B22.2	3	0	1	2
RP11-1080G15.1	0	1	0	0
RP11-1080G15.2	0	0	1	0
RP11-618M23.1	2	2	0	0
RP11-618M23.2	0	0	0	0
RP11-618M23.4	0	0	0	0
SH2D4A	1153	1893	1649	1460
CSGALNACT1	1126	1374	483	397
RP11-1105O14.1	2	2	1	0
INTS10	3201	3237	2727	2452
LPL	1	3	1	5
AC100802.3	0	0	0	0
RPL30P9	0	0	0	0
SLC18A1	0	0	0	0
ATP6V1B2	2512	3000	2078	1871
RNU6-892P	0	1	0	1
LZTS1	29	33	47	31
LZTS1-AS1	0	0	0	0
RP11-563N12.2	0	0	0	0
RP11-404E12.1	0	0	0	0
RP11-108E14.1	0	0	0	0
