NAME	DESCRIPTION	N4_2	N4_3	N4_4	N7_2	N7_3	N7_4	N9_2	N9_3	N9_4
TMEM167A	na	2486	1857	2865	3141	1789	2910	3459	2696	2556
SMIM24	na	0	0	0	0	0	0	0	0	0
MRPL34	na	317	277	398	531	294	455	562	510	456
COL18A1	na	1196	848	891	8589	8134	7252	6812	5947	4273
PPM1E	na	7	4	7	19	3	7	7	4	5
LTC4S	na	14	5	8	13	9	10	11	4	5
ASB3	na	50	39	74	99	59	78	81	81	67
BIRC5	na	1781	1400	2162	2863	1854	2732	3056	2529	2214
TNS1	na	156	193	153	191	394	252	197	128	140
ZCCHC14	na	819	964	912	1656	1990	1754	1631	1476	1190
STAB1	na	1	2	4	5	2	2	2	1	2
FAM98B	na	325	475	283	404	725	347	376	315	202
KSR2	na	82	141	81	92	215	102	85	69	66
C1R	na	59	33	44	113	142	124	148	120	127
AGBL3	na	106	84	105	65	41	40	82	64	68
MIR4729	na	0	0	1	0	1	0	0	0	0
GRK3	na	262	245	330	234	151	225	409	319	302
SLC35A3	na	664	601	828	885	609	845	941	671	657
ARNT2	na	135	135	146	123	123	134	126	103	110
ATP11A	na	177	225	180	329	412	323	301	247	246
NDUFB11	na	1071	815	1302	1391	834	1312	1530	1241	1112
ANTXR2	na	0	0	0	1	0	0	0	1	1
TBC1D3P1-DHX40P1	na	22	27	37	29	26	32	28	17	18
RNFT1-DT	na	38	19	14	7	5	5	3	3	4
LOC105371849	na	5	10	8	10	3	14	12	10	8
LOC653653	na	10	9	18	9	9	6	3	1	1
GTF3C2	na	1018	904	1196	1395	1295	1559	1567	1456	1222
SCARNA20	na	4	5	3	10	8	18	7	4	8
LINC01999	na	1	1	1	5	5	3	4	3	6
LOC101927855	na	1	4	1	3	1	2	0	1	2
TBX2-AS1	na	209	212	255	248	187	221	195	170	177
KIF6	na	4	5	7	7	10	4	3	4	2
TBC1D3P2	na	0	0	0	1	0	0	0	0	0
LOC105371855	na	0	0	1	0	1	1	0	0	0
TNFAIP8	na	316	210	359	348	228	313	152	126	125
ABCA7	na	960	947	911	1240	1708	1129	974	962	630
LOC729683	na	0	0	2	0	0	0	3	1	1
TTLL3	na	50	60	68	145	150	131	98	86	79
GOLGA7	na	594	497	717	901	530	830	848	693	649
GATA3	na	0	0	0	0	0	0	0	1	0
HELZ	na	1044	1186	1162	1592	1865	1607	1780	1652	1446
LSM1	na	569	423	654	978	489	869	1081	839	743
SLC17A7	na	10	10	9	156	435	185	22	26	20
TCAM1P	na	0	0	0	1	0	0	0	0	0
GTF2IRD1	na	205	213	182	690	803	726	965	788	725
MAPK11	na	726	642	845	1271	1137	1328	1048	972	856
STARD8	na	25	28	31	2	3	1	81	83	59
SNHG25	na	27	13	24	47	26	61	49	47	38
SNORD104	na	58	50	64	119	62	160	87	88	77
SNORA50C	na	33	21	36	61	43	84	74	49	47
TTI2	na	273	221	349	392	264	375	381	323	267
ZNF225	na	156	150	208	178	150	199	175	173	143
MIR3064	na	71	65	65	83	73	106	92	62	65
MIR5047	na	314	270	352	446	416	435	373	347	330
PCDHGA8	na	21	32	20	19	34	24	20	14	29
ARHGAP27P1-BPTFP1-KPNA2P3	na	86	65	87	163	150	139	128	113	85
ARHGAP27P1	na	22	29	26	49	54	50	38	37	30
PLEKHM1P1	na	58	63	84	143	141	130	112	82	77
LRRC37A3	na	28	27	45	44	55	51	33	40	21
AMZ2P1	na	85	72	79	109	92	124	108	68	83
LOC100507002	na	35	18	27	88	50	55	74	73	78
LTV1	na	924	713	916	1567	867	1369	1515	1271	1105
GIGYF2	na	2827	2379	3420	2274	1701	2334	2197	1795	1729
SFMBT1	na	529	433	617	606	475	666	773	760	601
GAS7	na	5	11	22	3	2	4	6	3	3
LOC101928021	na	1	0	0	2	2	0	0	0	2
MIR548AA2	na	0	1	0	0	0	1	0	0	0
SNORA38B	na	38	33	53	59	33	65	61	47	45
LINC00674	na	528	434	590	921	765	844	781	664	675
ARHGAP27P2	na	0	0	0	0	0	1	0	1	0
LIMK2	na	447	404	571	775	590	754	640	441	430
ZNF300	na	0	0	1	0	0	2	0	0	0
NUTM1	na	1	0	3	1	2	6	13	11	18
TMEM242	na	264	205	364	405	222	397	397	288	291
NWD1	na	0	1	0	2	3	4	3	0	1
MELTF-AS1	na	43	32	40	67	58	76	81	72	66
LINC00659	na	19	18	23	83	98	108	79	99	69
MIR137HG	na	0	0	0	0	0	0	2	0	7
RBM18	na	427	355	500	660	421	641	598	556	468
MEIS1	na	0	2	2	0	0	0	0	0	2
ZNF468	na	244	190	239	580	340	548	466	349	305
MIR635	na	3	1	5	3	1	4	3	0	3
DHH	na	2	1	1	6	4	6	13	7	4
LRIT3	na	0	1	1	0	1	5	1	3	1
LINC01482	na	0	0	0	0	0	0	0	0	0
OGN	na	0	0	0	5	6	5	3	2	3
MYBPH	na	0	1	0	0	0	0	1	1	0
CGN	na	192	126	157	769	426	677	521	346	380
PRO1804	na	3	0	0	3	1	1	4	0	1
PXMP4	na	121	88	145	236	160	231	246	205	195
CHP1	na	1385	1170	1738	2862	2108	2532	2501	2045	1937
FOXA1	na	128	101	116	104	64	73	49	38	32
NCR3LG1	na	506	515	573	1306	1064	1306	1348	1156	1063
KCNJ2-AS1	na	0	1	3	0	0	0	0	0	0
LAYN	na	56	18	9	0	0	0	0	0	0
TSNAXIP1	na	35	29	47	44	62	48	25	35	38
EPB41L4B	na	140	134	179	171	110	155	182	149	160
SRGN	na	23	11	11	19	23	14	56	50	42
TTLL11	na	22	21	34	44	43	52	63	64	51
PLEKHG3	na	642	556	642	1741	1724	1965	1393	1360	1042
MGC16275	na	9	6	10	22	33	30	26	17	18
SLC16A1-AS1	na	75	84	96	124	95	154	136	91	102
LCTL	na	0	0	2	2	0	1	0	0	0
SOX9-AS1	na	1	3	0	0	0	0	0	0	0
LRRIQ3	na	26	10	20	30	22	42	33	33	34
CSNK1G2	na	1017	843	1197	1345	1059	1222	1268	1173	939
HOXB2	na	339	278	382	329	297	279	321	276	243
KLHDC3	na	809	646	1021	1490	1061	1362	1405	1235	1095
PPP1R9B	na	1297	1095	1522	2282	1672	2342	2180	2062	1849
PRTG	na	146	154	182	243	177	235	275	260	162
DOCK4	na	43	43	59	118	94	113	66	44	38
ZNF776	na	886	693	984	1110	775	1055	1063	783	751
VRK3	na	256	251	299	425	366	483	457	399	375
OR13C2	na	0	0	0	1	1	0	0	0	0
TMEM200A	na	0	3	5	1	0	1	0	1	0
TLR10	na	0	2	2	0	2	2	5	0	3
TPGS2	na	790	685	1006	1210	987	1120	1127	967	824
LMX1B	na	140	131	160	264	265	245	151	129	85
SOCS7	na	56	52	81	123	109	162	120	91	141
LOC100287042	na	78	64	97	151	150	114	95	79	98
SI	na	0	0	0	0	1	0	0	1	0
FEZ2	na	734	572	883	814	564	781	721	584	577
GLRA3	na	12	3	1	3	5	7	2	6	0
COASY	na	194	181	229	437	433	489	467	484	382
MTFR2	na	246	172	265	404	235	329	315	266	226
PADI1	na	0	1	2	9	12	12	4	2	3
SMIM5	na	3	2	1	2	4	2	9	6	4
UBB	na	8604	6111	10851	13250	8435	12991	14666	11896	11142
NUFIP1	na	805	650	915	1408	1013	1531	857	739	642
NTSR2	na	0	0	0	1	1	0	0	0	2
PHETA1	na	98	106	139	182	148	193	201	206	154
PRSS35	na	1	1	3	7	0	4	2	2	1
MIR4738	na	1	1	0	4	1	1	1	1	2
UNK	na	388	327	401	591	522	529	579	480	385
SDE2	na	968	804	1193	1460	981	1401	1359	1122	1063
OPLAH	na	1159	1043	1050	1286	1259	1210	1234	1344	753
AGO2	na	1797	2400	1980	2668	3604	3198	2688	2655	2222
CTNNAL1	na	920	700	951	2194	1268	1850	2251	1818	1624
TEN1-CDK3	na	8	16	10	18	15	25	18	14	9
TBC1D1	na	811	789	983	1572	1435	1488	1417	1197	1125
WDR31	na	95	73	113	139	119	138	94	68	96
CFAP52	na	2	2	0	1	2	0	2	0	1
PML	na	201	209	241	525	643	565	384	348	317
SMPD4	na	1986	1930	2286	2328	2441	2552	2361	2489	1901
PIGZ	na	118	103	132	147	145	166	120	82	69
RP2	na	253	161	287	677	362	683	390	282	265
RNF157-AS1	na	1	1	0	0	0	0	0	0	0
AQP6	na	1	0	0	0	1	2	2	2	1
QRICH2	na	81	97	123	119	124	163	110	91	84
SPOCK2	na	7	4	5	9	10	6	8	5	6
BCL7A	na	167	133	154	143	124	199	216	170	175
PRCD	na	0	0	1	1	0	1	1	2	0
PHYHD1	na	329	318	450	730	646	728	540	540	475
RAB3GAP1	na	1987	1633	2446	1950	1297	1934	1779	1475	1380
SNORD1C	na	18	27	35	35	22	42	47	25	30
SNORD1B	na	10	4	11	7	9	19	19	14	13
SNORD1A	na	10	11	21	28	23	17	27	24	15
LOC105274304	na	28	15	28	35	25	41	39	26	31
MIR3677	na	2	1	8	7	7	5	2	4	6
MIR3928	na	0	0	0	0	0	1	0	1	1
CNBP	na	4953	3863	5878	7215	4199	6892	7357	5924	5421
MIR636	na	3	4	6	6	5	1	7	4	5
KIAA0753	na	404	421	514	760	776	815	646	583	550
ITGB1	na	10853	8230	12275	19819	12380	17509	17392	16395	14193
LINC02080	na	0	1	0	1	1	0	1	0	0
PDGFRB	na	0	0	0	0	0	0	3	6	8
SCARNA16	na	62	49	73	70	55	95	77	56	50
MIR6516	na	1	0	1	1	0	0	1	1	0
HCG11	na	6	6	10	11	11	8	17	16	16
OIP5-AS1	na	2207	1954	2730	2778	2213	2715	2713	2050	2077
SKA2	na	2136	1531	2562	2371	1258	2094	2456	1870	1889
DSG1	na	1	0	0	0	0	0	0	0	1
GFPT2	na	39	37	42	102	89	86	91	89	75
CYBRD1	na	234	192	271	115	75	99	294	243	228
SNIP1	na	365	242	391	468	271	395	398	349	309
TMEM235	na	0	0	0	0	0	0	0	1	1
LINC01993	na	0	0	1	4	1	3	3	3	2
LOC101928674	na	6	7	6	18	8	7	11	4	6
ZNF577	na	177	194	224	232	257	260	284	237	247
FHOD3	na	25	22	27	8	7	1	4	2	6
SCAT1	na	0	1	1	0	1	0	0	0	1
HEY1	na	2	2	2	51	20	55	39	28	25
RASA3	na	112	88	142	188	162	178	197	181	154
CREBBP	na	826	1055	850	1110	1685	1143	993	920	749
NECTIN4	na	1	0	0	2	1	1	0	0	0
LINC02078	na	0	0	0	0	1	0	0	0	0
TENT5C	na	7	7	6	16	18	25	11	5	11
LINC01977	na	0	1	0	4	3	4	2	5	8
LINC01979	na	2	2	0	2	3	1	2	0	1
B3GAT3	na	380	356	490	612	481	570	687	568	527
UBL3	na	341	268	373	875	601	809	703	603	560
ABCC9	na	1	2	1	0	0	0	0	1	0
MAPK8IP3	na	577	530	518	742	918	750	670	824	512
NDUFV2	na	2461	1758	2676	2836	1545	2712	3687	2887	2690
BMP5	na	150	81	42	3	10	10	3	0	3
TMEM44	na	167	152	207	285	260	271	234	164	170
COL7A1	na	54	41	26	85	89	96	45	59	28
FUT8	na	283	248	311	409	272	334	429	327	331
RNH1	na	13	61	181	281	73	152	24	127	421
MIR4730	na	1	6	1	0	3	1	4	2	1
H3-3A	na	19	37	30	30	22	35	41	18	17
C12orf73	na	104	60	108	92	64	137	116	120	115
MIR657	na	0	0	0	1	3	1	3	3	0
MIR1250	na	2	0	0	5	4	3	1	0	2
ECSIT	na	310	267	376	516	409	531	505	471	392
LOC105371925	na	1	0	1	0	0	0	0	0	0
ILKAP	na	464	450	577	634	424	628	607	503	458
SPAG16-DT	na	3	2	7	4	9	11	2	7	0
PLAGL2	na	362	530	376	364	619	408	418	375	285
LINC00482	na	19	27	36	71	111	53	74	80	56
MIR4740	na	0	0	0	1	0	0	0	0	0
HHEX	na	189	117	190	315	225	322	336	224	226
SNX4	na	1004	744	1237	1400	906	1399	1410	1137	1053
OSBPL11	na	449	461	544	716	571	695	695	597	559
LOC105370362	na	1	0	0	0	0	1	0	0	1
ISOC2	na	260	183	326	475	333	495	499	414	320
PAX5	na	0	0	0	0	0	0	0	0	1
PCDH10	na	524	454	676	1476	1127	1265	977	1022	793
SRRM3	na	60	54	60	98	72	97	96	103	75
ADGRE1	na	3	0	2	154	113	133	34	28	19
SLC6A20	na	0	0	0	0	1	1	1	0	0
CNTNAP2	na	11	11	18	8	7	20	20	21	16
SPIN1	na	2142	1906	2314	3035	2211	2990	2421	1985	1891
CAPN11	na	1	0	0	1	1	0	0	0	1
TLX2	na	0	0	0	0	0	0	0	0	0
SUFU	na	86	115	75	120	226	177	132	120	130
SDSL	na	267	211	372	307	241	351	380	294	305
SNORD134	na	62	62	82	159	102	214	85	69	56
SLFN11	na	1	2	0	0	0	1	10	4	3
CDPF1	na	118	119	172	155	124	167	199	220	159
C2CD4A	na	0	0	0	1	2	4	1	1	2
STIP1	na	5895	4848	7531	10186	7139	10240	9878	8796	7861
MIR6787	na	0	0	0	0	0	1	0	3	0
LINC01970	na	22	11	32	25	16	31	22	26	23
MRPS18A	na	521	433	686	893	594	881	828	780	722
CEP55	na	1620	1163	1996	2594	1685	2437	2190	1787	1676
MFGE8	na	412	407	452	3482	4147	3730	3196	3216	2582
SLC43A3	na	0	0	0	0	0	0	1	0	0
FTCD	na	0	0	0	2	1	0	1	0	0
MIR4525	na	0	1	0	1	1	2	0	1	1
LOC101929552	na	1	0	2	0	0	3	1	1	0
NPIPB2	na	0	0	1	9	2	1	2	1	1
GVQW3	na	381	327	516	529	563	647	460	430	469
RPL23AP87	na	1	0	1	1	1	1	2	0	1
MGC70870	na	0	0	0	0	1	0	0	0	0
ZNF646	na	721	636	885	904	871	1002	954	878	723
RHBDD2	na	316	332	361	1021	942	1027	903	852	722
GRPR	na	0	0	1	5	4	3	1	0	0
CILP2	na	3	1	3	10	9	14	8	7	6
ZNF524	na	125	93	154	203	153	197	207	182	164
ZNF672	na	390	350	477	627	425	553	618	500	525
ZZZ3	na	1244	1030	1401	2339	1586	2315	1704	1419	1269
PLEKHM2	na	569	580	699	968	919	957	901	783	753
MIR210	na	0	0	0	0	1	0	0	0	0
ETNK1	na	1087	997	1399	1791	1151	1784	1689	1364	1267
PARL	na	714	556	822	1130	765	1115	1270	965	954
BMF	na	9	7	5	16	10	7	8	4	3
SMG8	na	618	493	773	875	635	956	975	830	743
MRM3	na	538	417	647	877	577	937	1080	840	808
ZNF181	na	337	278	375	418	274	446	350	318	299
MSH6	na	4006	3218	4566	6051	4148	5623	6037	4798	4520
SCN3A	na	1	0	0	1	0	1	0	0	0
PRSS8	na	3	4	8	48	88	57	36	33	24
TMEM95	na	2	4	2	8	0	3	0	1	0
CCDC33	na	0	0	0	7	17	9	9	6	4
PRORP	na	984	801	1232	1589	1180	1495	1564	1263	1236
DNAAF3	na	152	137	157	203	208	231	268	272	213
TLCD1	na	395	341	555	525	332	561	619	452	475
ZMYND19	na	772	551	861	1824	1173	1823	1336	1134	958
LETM2	na	8	19	20	21	20	18	30	24	21
RN7SK	na	292985	203183	390354	551808	286212	569257	523434	409748	398758
CYSTM1	na	374	345	458	763	570	780	634	606	532
PLAAT1	na	70	70	90	118	64	109	75	74	65
RANBP6	na	1869	1375	2085	2456	1562	2355	2488	2078	1830
RAD54B	na	443	402	495	567	444	615	700	625	582
MAX	na	355	309	496	615	444	642	651	610	565
CCT2	na	6230	4728	7468	9043	5299	8873	8721	7358	6767
POTEJ	na	43	42	68	11	64	39	55	15	40
NXNL1	na	0	1	0	0	3	0	0	0	0
ACYP2	na	65	44	66	137	72	129	118	90	83
FAM174A	na	133	88	186	210	148	216	277	229	185
SMIM27	na	54	36	65	60	43	59	67	51	55
FGD3	na	83	75	89	109	95	89	148	136	131
TGIF2	na	102	111	123	256	246	295	438	451	396
SETSIP	na	13	5	12	12	10	9	8	17	13
CAMK2B	na	6	9	11	12	11	7	13	14	9
ZPR1	na	1060	845	1241	1474	902	1505	1488	1234	1160
GK5	na	1330	1051	1503	1863	1340	1886	1646	1296	1250
ZNF69	na	2	1	2	1	1	4	1	3	2
NLRC5	na	557	575	616	1082	1047	1109	1208	1092	936
ROR1-AS1	na	0	0	0	0	0	0	0	0	0
KANSL1L-AS1	na	53	71	56	77	75	87	64	44	47
TTC13	na	478	444	541	817	575	837	824	705	673
RPS6KA2	na	16	11	25	20	9	11	17	9	9
SHC2	na	6	7	4	4	6	1	5	4	2
UFL1	na	1175	907	1337	1634	1107	1424	1507	1255	1167
DCBLD1	na	298	247	357	531	391	504	540	433	377
PCDHGC3	na	171	227	224	271	351	287	183	169	149
NOL10	na	1093	913	1392	1795	1205	1702	1830	1523	1439
TAZ	na	187	159	211	337	334	346	286	270	208
SMPD2	na	475	363	571	837	560	796	853	814	661
SLC7A4	na	0	0	0	0	0	1	0	0	0
CGNL1	na	17	19	27	8	9	11	10	6	9
LYRM9	na	112	56	110	146	105	124	162	132	114
GPR137C	na	7	6	4	76	61	63	55	27	39
TPMT	na	516	387	605	583	344	597	664	523	531
PGGHG	na	831	674	664	1479	1423	1403	1333	1405	898
DEDD	na	666	566	737	951	768	856	1033	928	789
GPT2	na	803	638	900	1500	1226	1676	1133	1038	931
LOC101929372	na	4	2	0	0	7	5	5	2	3
C5orf34	na	231	221	287	351	267	373	336	309	269
GLB1L	na	148	127	179	191	169	174	156	135	136
SEC22A	na	279	228	329	426	272	404	421	356	294
BRINP3	na	32	9	2	0	0	2	6	5	3
MFSD2B	na	5	3	9	7	4	6	6	2	5
RGS9	na	11	3	5	24	31	26	9	22	16
ABLIM3	na	7	5	5	12	17	12	16	15	15
MAP3K3	na	245	169	246	554	424	541	499	405	358
ZIC2	na	44	33	44	101	60	64	47	44	31
ROCK1P1	na	37	35	56	56	58	60	46	37	36
MIR8078	na	0	0	0	0	0	0	0	0	0
UBOX5	na	126	124	134	286	245	271	286	251	167
DHX15	na	4933	3838	5762	7739	4598	7176	7763	6215	5691
SIM2	na	129	134	152	212	252	249	226	206	192
KIAA0895L	na	234	204	311	454	433	422	378	326	294
JPH4	na	1	0	2	0	1	2	4	0	0
XYLB	na	468	525	580	727	650	695	762	612	538
LINC00470	na	0	0	0	0	1	0	0	0	0
SEC14L2	na	385	406	558	516	445	523	390	319	306
CBX3P2	na	31	14	33	41	30	43	42	34	27
MED29	na	752	639	828	980	733	1003	1120	973	869
TPR	na	8970	7321	10321	15212	10947	14798	12651	10482	9798
LOC727896	na	47	64	56	170	186	182	168	141	109
ZNF391	na	139	159	182	237	234	227	215	174	155
PCDHB7	na	34	38	35	30	31	29	25	16	16
PCDHB6	na	7	5	7	6	4	2	3	4	3
ELAVL3	na	1	0	0	4	2	0	1	2	2
NAT8L	na	248	265	289	479	597	566	812	729	588
ELAC2	na	1624	1320	1860	2684	2004	2887	3043	2570	2128
TCIRG1	na	431	424	481	763	778	680	783	763	503
DLX5	na	64	70	65	145	134	158	199	212	159
GXYLT1	na	934	879	960	1608	1211	1538	1435	1103	1059
DLGAP1-AS1	na	88	83	137	130	107	120	118	117	88
DLGAP1-AS3	na	9	17	13	206	188	170	0	0	0
MIR6718	na	0	1	0	3	3	1	0	0	0
DLGAP1-AS4	na	3	4	5	12	4	9	0	0	0
DLGAP1-AS5	na	1	1	0	25	23	16	0	0	0
NKX1-2	na	13	15	20	62	18	29	34	31	12
STPG4	na	2	2	4	2	3	1	5	1	4
RAB40A	na	0	2	4	2	0	1	4	0	1
PDE6G	na	1	0	4	3	1	0	1	2	1
PSPC1	na	1816	1630	2167	2766	1969	2547	2796	2213	1975
LOC105373311	na	2	1	4	6	5	1	3	2	1
MIR4317	na	1	0	1	0	1	0	0	1	2
BCAR4	na	0	2	1	0	0	1	2	0	1
WT1-AS	na	1	0	0	0	0	0	0	1	0
KBTBD8	na	128	102	157	167	93	169	249	245	224
NDUFV2-AS1	na	7	2	16	20	20	27	20	11	7
RNF215	na	419	404	588	451	381	511	405	338	312
MKKS	na	443	359	535	782	530	710	854	634	609
PPP4R1-AS1	na	3	6	7	8	7	6	5	4	6
OPA3	na	372	352	530	494	324	465	485	430	426
NUP188	na	3048	3020	3557	4266	4053	4491	4111	3770	3149
GPIHBP1	na	1	1	2	3	2	2	0	2	4
CHAMP1	na	217	280	215	351	425	318	322	281	210
WNT11	na	0	0	0	2	1	0	0	0	0
WNT7A	na	0	0	0	0	0	0	0	0	0
VIPR1	na	12	6	9	10	13	10	27	18	11
PTPN3	na	885	836	992	1218	1153	1326	1328	1117	946
ZSCAN12	na	116	103	150	177	105	157	160	138	138
GCC2	na	1132	1049	1276	1227	1068	1163	1088	896	793
C18orf61	na	4	8	6	21	28	21	28	24	20
CERS1	na	5	8	15	21	19	23	16	20	17
LOC105371998	na	14	18	13	12	21	13	17	12	10
ZBTB34	na	291	300	369	534	571	569	443	415	364
SNHG16	na	3404	2736	4232	5401	3097	5191	5747	4818	4377
CCS	na	324	286	391	401	289	452	395	360	336
MRPS31	na	301	231	338	670	473	578	475	390	387
C18orf15	na	0	0	0	2	0	0	0	0	0
MIR5190	na	0	0	0	0	0	0	0	0	1
FAM76B	na	682	502	722	916	496	726	787	600	590
ZC3H11A	na	4827	4008	5166	6714	5601	6398	6470	5707	4987
TMPPE	na	105	139	122	136	161	149	140	118	111
TCEAL1	na	225	174	284	221	129	194	225	189	181
ANKRD20A5P	na	13	22	32	42	32	31	32	14	12
CYP4F35P	na	0	0	1	0	1	1	2	2	1
PDE6B	na	2	0	1	1	1	1	1	0	0
LINC01443	na	1	1	0	0	0	0	1	1	0
ZNF814	na	701	745	963	794	631	910	869	663	683
MIR133A1HG	na	0	0	0	0	0	0	1	1	2
GATA6-AS1	na	1	0	0	0	0	0	0	0	0
LOC101927571	na	8	2	2	2	2	3	3	1	3
SENP3	na	296	184	349	438	229	437	500	467	414
C11orf58	na	2639	2054	3302	4024	2293	3734	3719	2994	2763
NFS1	na	564	434	782	1097	840	1064	1305	1079	1067
BTBD19	na	2	3	1	9	1	8	2	5	3
PHF7	na	101	86	110	172	166	209	177	138	138
SLC9A1	na	90	110	91	150	277	152	144	130	117
TMEM241	na	178	166	234	336	262	339	337	334	261
IRX4	na	1	2	4	0	0	0	0	2	0
PTPN1	na	904	859	1216	1329	1015	1289	1465	1378	1134
C4orf19	na	0	0	1	0	0	0	0	0	0
TTC39C-AS1	na	0	2	0	3	0	1	1	1	1
RGPD3	na	9	8	7	18	12	5	11	6	9
PCDHB8	na	2	18	5	2	7	4	8	5	2
PCDHB9	na	37	38	41	43	45	37	40	45	44
SLC39A9	na	1501	1252	1890	2113	1475	2049	2041	1646	1602
C1orf131	na	271	214	346	479	266	464	488	418	383
RRM2B	na	776	591	953	882	478	803	909	703	645
MYDGF	na	606	473	662	1254	800	1204	1183	884	847
CCDC141	na	2	0	1	1	1	0	1	0	0
SPPL2A	na	1430	1069	1487	1958	1200	1905	1895	1449	1444
RNF146	na	400	373	538	489	447	542	500	470	455
MAN2C1	na	885	789	734	1274	1139	1228	1038	1065	659
MON2	na	2986	2929	3303	5447	4493	5250	3913	3211	2844
RAB11FIP3	na	22	29	34	67	103	30	36	41	26
MIR28	na	0	0	2	2	2	5	1	0	1
ABCA10	na	7	5	3	3	4	1	3	0	7
ANKRD61	na	0	2	3	3	3	2	1	1	3
RAB3IL1	na	17	17	20	38	38	34	34	36	30
SDK2	na	3	5	2	2	0	0	0	0	1
DDX60	na	288	289	403	636	462	600	597	460	466
MYO1F	na	11	5	10	14	10	11	14	12	11
ZNF271P	na	362	277	441	628	435	649	554	441	485
LPAR5	na	0	0	0	0	0	0	0	0	0
SLC18B1	na	918	766	1120	1134	905	1185	1259	1036	919
MIR3975	na	0	3	1	7	0	1	0	3	0
C18orf21	na	188	131	177	200	125	206	247	193	178
RNF187	na	1251	1030	1509	2406	2125	2453	1840	1516	1498
RXYLT1	na	233	199	298	525	307	480	549	443	406
SNX2	na	1292	1007	1488	1819	1171	1720	2003	1713	1570
MLF2	na	2538	2003	2758	4067	2977	3628	3415	3104	2764
LOC101927809	na	10	16	15	16	22	13	23	5	8
GRINA	na	892	943	1119	1635	1697	1613	1568	1558	1467
SLC36A1	na	156	211	195	360	420	395	325	270	259
PCDHGB5	na	9	10	11	13	20	9	8	7	5
AGO3	na	953	921	1152	1440	1139	1571	1261	1027	934
TAF1L	na	4	1	2	5	3	1	8	2	1
CANT1	na	529	472	626	690	653	721	670	587	477
PHB2	na	2874	2280	3493	5283	3646	4918	5787	4862	4185
FBXW10	na	0	0	0	0	1	1	2	1	1
MINPP1	na	369	303	507	592	389	581	612	524	521
PRKCSH	na	1555	1315	1771	2885	2369	2856	2690	2548	2271
IDH2	na	724	602	746	1452	1377	1515	1457	1049	973
RANBP10	na	579	636	693	761	854	760	699	600	549
PDZRN3	na	34	34	53	153	96	139	0	0	0
KIF21B	na	17	16	20	9	17	7	30	29	32
MTG1	na	401	459	489	767	870	828	770	654	532
MINK1	na	921	813	1004	1606	1607	1500	1553	1450	1235
DPP3	na	540	461	611	1234	902	1235	964	810	724
MIR924HG	na	39	39	45	65	37	58	62	48	59
MIR5583-2	na	0	1	0	0	2	0	1	0	0
LINC00907	na	0	1	0	0	1	0	0	1	0
TAS2R5	na	4	5	4	4	2	1	5	7	5
IQSEC1	na	319	449	354	512	831	573	435	396	353
PCNX2	na	352	385	368	565	619	687	582	495	468
TSSK4	na	0	0	2	3	1	3	2	1	2
RGS10	na	373	303	471	619	414	556	858	744	620
RIOK1	na	609	471	795	855	436	845	1142	968	850
FA2H	na	15	11	11	10	10	8	4	1	4
GPRASP1	na	76	122	98	96	136	146	123	120	87
ANXA4	na	344	314	426	628	485	554	407	322	307
MAPK10-AS1	na	0	0	0	0	0	1	1	0	0
C18orf25	na	318	279	365	535	369	526	495	444	351
THAP6	na	301	236	403	344	258	378	447	386	359
RNF165	na	13	11	9	4	4	5	16	9	4
ASF1A	na	696	490	757	1151	708	960	1106	921	838
ETFDH	na	287	243	350	442	372	482	537	473	414
KCNE2	na	0	0	0	1	1	1	1	1	0
TXLNB	na	0	0	0	0	0	0	0	0	0
ALS2CL	na	42	27	8	266	247	223	167	135	108
CCRL2	na	2	1	0	13	9	18	5	11	12
MGME1	na	1117	886	1338	1573	1055	1535	1468	1199	1125
KCNAB2	na	168	142	165	354	383	362	279	280	221
CSPG5	na	93	63	135	77	54	75	86	42	55
SLC19A2	na	454	412	590	715	427	754	757	721	614
C15orf41	na	379	356	442	568	452	549	550	414	385
CDK17	na	439	400	500	729	524	715	732	626	537
FMNL1	na	214	183	192	471	568	488	240	185	187
KATNAL2	na	32	25	35	41	46	40	49	30	29
MITD1	na	558	466	660	464	294	461	442	362	314
RIMBP3	na	13	10	11	23	28	32	12	16	13
TMEM108	na	3	1	0	2	0	2	0	0	0
LOC100129878	na	0	0	0	0	0	0	0	0	0
MIR4744	na	0	0	0	1	1	1	0	0	0
MIR1539	na	0	0	0	0	0	0	0	0	0
SNORD58C	na	32	10	18	26	9	22	19	22	16
SNORD58A	na	13	5	17	18	8	27	11	10	16
ZNF839	na	341	312	418	546	412	567	643	546	520
SCARNA17	na	128	115	173	235	125	245	164	148	120
SNHG22	na	1	1	2	1	2	1	3	1	1
MIR4320	na	0	0	0	0	1	0	0	0	0
DNAJC5	na	895	834	1049	1817	1574	1864	1702	1557	1293
TSPAN3	na	1168	970	1377	2259	1394	2113	2073	1723	1421
TBC1D10C	na	1	1	0	2	3	0	1	0	0
C1GALT1C1	na	212	175	236	371	193	369	297	245	229
DDX56	na	1511	1296	1981	2829	1939	2877	3101	2668	2228
TNFAIP8L1	na	255	188	278	481	362	484	378	361	334
KIF5C	na	120	114	181	69	34	57	51	43	26
ZNF136	na	265	200	308	450	267	435	345	186	212
CTSV	na	421	321	396	515	309	464	221	202	188
CHCHD2	na	4695	3691	6100	8111	5196	8181	8575	7389	6260
LRRC26	na	0	1	0	1	1	0	0	0	0
